	line_break_and_label	source	doi	line_break_and_fiducial	posted_date	covid_preprint	title	abstract	is_published	published_doi	published_link_type	published_title	published_date	published_journal	published_publisher	delay_in_days	published_pubmed_abstract	published_abstract_source	published_abstract_source_notes	abstract_change	change_outcomes	difflib standard change_ratio	new_change_ratio (re-arrangements at 0.5)	new_change_ratio (re-arrangements at 0.0)	exclude	page_breaks	raw_char_change_Word
187	(((((( Preprint DOI: 	biorxiv	10.1101/797183	(((((( We have manually inserted this sentence to assist with proper alignment of the text. These words will be deleted after the abstracts are properly combined.((((((	########	FALSE	Loss of Competence in early development is mediated by loss of chromatin accessibility	As development proceeds, inductive cues are interpreted by competent tissues in a spatially and temporally restricted manner. While key inductive signaling pathways within competent cells are well-described at a molecular level, the mechanisms by which tissues lose responsiveness to inductive signals are not well understood. Localized activation of Wnt signaling before zygotic gene activation in Xenopus laevis leads to dorsal development, but competence to induce dorsal genes in response to Wnts is lost by the late blastula stage. We hypothesize that loss of competence is mediated by changes in histone modifications leading to a loss of chromatin accessibility at the promoters of Wnt target genes. We use ATAC-seq to evaluate genome-wide changes in chromatin accessibility across several developmental stages. Based on overlap with p300 binding, we identify thousands of putative cis-regulatory elements at the gastrula stage, including sites that lose accessibility by the end of gastrulation and are enriched for pluripotency factor binding motifs. Dorsal Wnt target gene promoters are not accessible after the loss of competence in the early gastrula while genes involved in mesoderm and neural crest development maintain accessibility at their promoters. Inhibition of histone deacetylases increases acetylation at the promoters of dorsal Wnt target genes and extends competence for dorsal gene induction by Wnt signaling. Histone deacetylase inhibition, however, is not sufficient to extend competence for mesoderm or neural crest induction. These data suggest that chromatin state regulates the loss of competence to inductive signals in a context-dependent manner.	TRUE	10.1016/j.ydbio.2020.02.013	publication_notice	Chromatin accessibility and histone acetylation in the regulation of competence in early development	########	Developmental Biology	Elsevier BV	143	As development proceeds, inductive cues are interpreted by competent tissues in a spatially and temporally restricted manner. While key inductive signaling pathways within competent cells are well-described at a molecular level, the mechanisms by which tissues lose responsiveness to inductive signals are not well understood. Localized activation of Wnt signaling before zygotic gene activation in Xenopus laevis leads to dorsal development, but competence to induce dorsal genes in response to Wnts is lost by the late blastula stage. We hypothesize that loss of competence is mediated by changes in histone modifications leading to a loss of chromatin accessibility at the promoters of Wnt target genes. We use ATAC-seq to evaluate genome-wide changes in chromatin accessibility across several developmental stages. Based on overlap with p300 binding, we identify thousands of putative cis-regulatory elements at the gastrula stage, including sites that lose accessibility by the end of gastrulation and are enriched for pluripotency factor binding motifs. Dorsal Wnt target gene promoters are not accessible after the loss of competence in the early gastrula while genes involved in mesoderm and neural crest development maintain accessibility at their promoters. Inhibition of histone deacetylases increases acetylation at the promoters of dorsal Wnt target genes and extends competence for dorsal gene induction by Wnt signaling. Histone deacetylase inhibition, however, is not sufficient to extend competence for mesoderm or neural crest induction. These data suggest that chromatin state regulates the loss of competence to inductive signals in a context-dependent manner.	Copied	NA	0	0	0	0	0	keep	??????	
188	(((((( Preprint DOI: 	biorxiv	10.1101/813378	(((((( We have manually inserted this sentence to assist with proper alignment of the text. These words will be deleted after the abstracts are properly combined.((((((	########	FALSE	Highly expressed miR-375 is not an intracellular oncogene in Merkel cell polyomavirus-associated Merkel cell carcinoma	miR-375 is a highly abundant miRNA in Merkel cell carcinoma (MCC), in other cancers it acts either as a tumor suppressor or oncogene. While free-circulating miR-375 serves as surrogate marker for tumor burden in patients with advanced MCC, its function within MCC cells has not been established. Nearly complete miR-375 knockdown in MCC cell lines was achieved using antagomiRs via nucleofection. Neither cell viability, growth characteristics nor morphology were altered by this knockdown. miR-375 target genes and related signaling pathways were determined using ENCORI revealing Hippo signaling and EMT-related genes likely to be regulated. Thus, their expression was analyzed by multiplexed qRT-PCR after miR-375 knockdown demonstrating only a limited change in expression. In summary, highly effective miR-375 knockdown in classical MCC cell lines did neither significantly change cell viability, morphology, nor oncogenic signaling pathways. These observations render miR-375 an unlikely intracellular oncogene in MCC cells, thus suggesting to address likely functions of miR-375 for intercellular communication of MCC.	TRUE	10.3390/cancers12030529	publication_notice	Highly Expressed miR-375 is not an Intracellular Oncogene in Merkel Cell Polyomavirus-Associated Merkel Cell Carcinoma	########	Cancers	MDPI AG	126	miR-375 is a highly abundant miRNA in Merkel cell carcinoma (MCC). In other cancers, it acts as either a tumor suppressor or oncogene. While free-circulating miR-375 serves as a surrogate marker for tumor burden in patients with advanced MCC, its function within MCC cells has not been established. Nearly complete miR-375 knockdown in MCC cell lines was achieved using antagomiRs via nucleofection. The cell viability, growth characteristics, and morphology were not altered by this knockdown. miR-375 target genes and related signaling pathways were determined using Encyclopedia of RNA Interactomes (ENCORI) revealing Hippo signaling and epithelial to mesenchymal transition (EMT)-related genes likely to be regulated. Therefore, their expression was analyzed by multiplexed qRT-PCR after miR-375 knockdown, demonstrating only a limited change in expression. In summary, highly effective miR-375 knockdown in classical MCC cell lines did not significantly change the cell viability, morphology, or oncogenic signaling pathways. These observations render miR-375 an unlikely intracellular oncogene in MCC cells, thus suggesting that likely functions of miR-375 for the intercellular communication of MCC should be addressed.	Copied	NA	1	2	0.1127179923	0.1859504132	0.177310293	keep	??????	
189	(((((( Preprint DOI: 	biorxiv	10.1101/815662	(((((( We have manually inserted this sentence to assist with proper alignment of the text. These words will be deleted after the abstracts are properly combined.((((((	########	FALSE	Rapid fabrication of collagen bundles mimicking tumor-associated collagen signatures	Stromal collagen surrounding a solid tumor tends to present as dense, thick bundles. The collagen bundles are remodeled during tumor progression: first tangential to the tumor boundary (indicating growth) and later perpendicular to the tumor boundary (indicating likely metastasis). Current reconstituted-collagen in vitro tumor models are unable to recapitulate the in vivo structural features of collagen bundling and alignment. Here, we present a rapid yet simple procedure to fabricate collagen bundles with an average thickness of 9 m, compared to the reticular dense collagen nanofiber ([~]900 nm-diameter, on average) prepared using common protocols. The versatility of the collagen bundles was demonstrated with their incorporation into two in vitro models where the thickness and alignment of the collagen bundles resembled the various in vivo arrangements. First, collagen bundles aligned by a microfluidic device elicited cancer cell contact guidance and enhanced their directional migration. Second, the presence of the collagen bundles in a bio-inert agarose hydrogel was shown to provide a highway for cancer cell invasion. The unique structural features of the collagen bundles advance the physiological relevance of in vitro collagen-based tumor models for accurately capturing cancer cell-stroma interactions.	TRUE	10.1016/j.actbio.2020.03.019	publication_notice	Rapid fabrication of collagen bundles mimicking tumor-associated collagen architectures	########	Acta Biomaterialia	Elsevier BV	147	Stromal collagen is upregulated surrounding a solid tumor and presents     as dense, thick, linearized, and aligned bundles. The collagen bundles     are continually remodeled during tumor progression, and their     orientation with respect to the tumor boundary has been correlated with     invasive state. Currently, reconstituted-collagen gels are the standard in vitro    tumor cell-extracellular matrix interaction model. The reticular,     dense, and isotropic nanofiber (~900 nm-diameter, on average) gels do     not, however, recapitulate the in vivo structural features of     collagen bundling and alignment. Here, we present a rapid and simple     method to fabricate bundles of collagen type I, whose average thickness     may be varied between about 4 µm and 9 µm dependent upon diluent     temperature and ionic strength. The durability and versatility of the     collagen bundles was demonstrated with their incorporation into two in vitro models where the thickness and alignment of the collagen bundles resembled various in vivo    arrangements. First, collagen bundles aligned by a microfluidic device     elicited cancer cell contact guidance and enhanced their directional     migration. Second, the presence of the collagen bundles in a bio-inert     agarose hydrogel was shown to provide a route for cancer cell outgrowth.    The unique structural features of the collagen bundles advance the     physiological relevance of in vitro collagen-based tumor models for accurately capturing tumor cell-extracellular matrix interactions.	Copied	NA	0	0	0.6825286558	0.5151076159	0.4180463576	keep	??????	
190	(((((( Preprint DOI: 	biorxiv	10.1101/819037	(((((( We have manually inserted this sentence to assist with proper alignment of the text. These words will be deleted after the abstracts are properly combined.((((((	########	FALSE	Cell-Surface Proteomic Profiling in the Fly Brain Uncovers New Wiring Regulators	Molecular interactions at the cellular interface mediate organized assembly of single cells into tissues, and thus govern the development and physiology of multicellular organisms. Here, we developed a cell-type-specific, spatiotemporally-resolved approach to profile cell-surface proteomes in intact tissues. Quantitative profiling of cell-surface proteomes of Drosophila olfactory projection neurons (PNs) in pupae and adults revealed a global down-regulation of wiring molecules and an up-regulation of synaptic molecules in the transition from developing to mature PNs. A proteome-instructed in vivo screen identified 20 new cell-surface molecules regulating neural circuit assembly, many of which belong to evolutionarily conserved protein families not previously linked to neural development. Genetic analysis further revealed that the lipoprotein receptor LRP1 cell-autonomously controls PN dendrite targeting, contributing to the formation of a precise olfactory map. These findings highlight the power of temporally-resolved in situ cell-surface proteomic profiling in discovering new regulators of brain wiring.	TRUE	10.1016/j.cell.2019.12.029	publication_notice	Cell-Surface Proteomic Profiling in the Fly Brain Uncovers Wiring Regulators	########	Cell	Elsevier BV	83	Molecular interactions at the cellular interface mediate organized assembly of single cells into tissues and, thus, govern the development and physiology of multicellular organisms. Here, we developed a cell-type-specific, spatiotemporally resolved approach to profile cell-surface proteomes in intact tissues. Quantitative profiling of cell-surface proteomes of Drosophila olfactory projection neurons (PNs) in pupae and adults revealed global downregulation of wiring molecules and upregulation of synaptic molecules in the transition from developing to mature PNs. A proteome-instructed in vivo screen identified 20 cell-surface molecules regulating neural circuit assembly, many of which belong to evolutionarily conserved protein families not previously linked to neural development. Genetic analysis further revealed that the lipoprotein receptor LRP1 cell-autonomously controls PN dendrite targeting, contributing to the formation of a precise olfactory map. These findings highlight the power of temporally resolved in situ cell-surface proteomic profiling in discovering regulators of brain wiring.	Copied	NA	0	0	0.09376401974	0.06707317073	0.03089430894	keep	??????	
191		biorxiv	10.1101/819037		########	FALSE	Cell-Surface Proteomic Profiling in the Fly Brain Uncovers New Wiring Regulators	Molecular interactions at the cellular interface mediate organized assembly of single cells into tissues, and thus govern the development and physiology of multicellular organisms. Here, we developed a cell-type-specific, spatiotemporally-resolved approach to profile cell-surface proteomes in intact tissues. Quantitative profiling of cell-surface proteomes of Drosophila olfactory projection neurons (PNs) in pupae and adults revealed a global down-regulation of wiring molecules and an up-regulation of synaptic molecules in the transition from developing to mature PNs. A proteome-instructed in vivo screen identified 20 new cell-surface molecules regulating neural circuit assembly, many of which belong to evolutionarily conserved protein families not previously linked to neural development. Genetic analysis further revealed that the lipoprotein receptor LRP1 cell-autonomously controls PN dendrite targeting, contributing to the formation of a precise olfactory map. These findings highlight the power of temporally-resolved in situ cell-surface proteomic profiling in discovering new regulators of brain wiring.	TRUE	10.1016/j.cell.2019.12.029	publication_notice	Cell-Surface Proteomic Profiling in the Fly Brain Uncovers Wiring Regulators	########	Cell	Elsevier BV	83	Molecular interactions at the cellular interface mediate organized assembly of single cells into tissues and, thus, govern the development and physiology of multicellular organisms. Here, we developed a cell-type-specific, spatiotemporally resolved approach to profile cell-surface proteomes in intact tissues. Quantitative profiling of cell-surface proteomes of Drosophila olfactory projection neurons (PNs) in pupae and adults revealed global downregulation of wiring molecules and upregulation of synaptic molecules in the transition from developing to mature PNs. A proteome-instructed in vivo screen identified 20 cell-surface molecules regulating neural circuit assembly, many of which belong to evolutionarily conserved protein families not previously linked to neural development. Genetic analysis further revealed that the lipoprotein receptor LRP1 cell-autonomously controls PN dendrite targeting, contributing to the formation of a precise olfactory map. These findings highlight the power of temporally resolved in situ cell-surface proteomic profiling in discovering regulators of brain wiring.	Copied	Exclude because this is a duplicate	0	0	0.09376401974	0.06707317073	0.03089430894	exclude		
192	(((((( Preprint DOI: 	biorxiv	10.1101/832675	(((((( We have manually inserted this sentence to assist with proper alignment of the text. These words will be deleted after the abstracts are properly combined.((((((	########	FALSE	Blocks in tricarboxylic acid cycle of Salmonella enterica cause global perturbation of carbon storage, motility and host-pathogen-interaction	The tricarboxylic acid cycle is a central metabolic hub in most cells. Virulence functions of bacterial pathogens such as facultative intracellular Salmonella enterica serovar Typhimurium (STM) are closely connected to cellular metabolism. During systematic analyses of mutant strains with defects in TCA cycle, a strain deficient in all fumarase isoforms ({Delta}fumABC) elicited a unique metabolic profile. Alongside fumarate STM {Delta}fumABC accumulates intermediates of glycolysis and pentose phosphate pathway. Analyses by metabolomics and proteomics revealed that fumarate accumulation redirects carbon fluxes towards glycogen synthesis due to high (p)ppGpp levels. In addition, we observed reduced abundance of CheY, leading to altered motility and increased phagocytosis of STM by macrophages. Deletion of glycogen synthase restored normal carbon fluxes and phagocytosis, and partially levels of CheY. We propose that utilization of accumulated fumarate as carbon source induces a status similar to exponential to stationary growth phase transition by switching from preferred carbon sources to fumarate, which increases (p)ppGpp levels and thereby glycogen synthesis. Thus, we observed a new form of interplay between metabolism of STM, and cellular functions and virulence.\n\nImportanceWe performed perturbation analyses of the tricarboxylic acid cycle of the gastrointestinal pathogen Salmonella enterica serovar Typhimurium. The defect of fumarase activity led to accumulation of fumarate, but also resulted in a global alteration of carbon fluxes, leading to increased storage of glycogen. Gross alterations were observed in proteome and metabolome compositions of fumarase-deficient Salmonella. In turn, these changes were linked to aberrant motility patterns of the mutant strain, and resulted in highly increased phagocytic uptake by macrophages. Our findings indicate that basic cellular functions and specific virulence functions in Salmonella critically depend on the proper function of the primary metabolism.	TRUE	10.1128/msphere.00796-19	publication_notice	Blocks in Tricarboxylic Acid Cycle of Salmonella enterica Cause Global Perturbation of Carbon Storage, Motility, and Host-Pathogen Interaction	########	mSphere	American Society for Microbiology	34	The tricarboxylic acid (TCA) cycle is a central metabolic hub in most cells. Virulence functions of bacterial pathogens such as facultative intracellular Salmonella enterica serovar Typhimurium (S. Typhimurium) are closely connected to cellular metabolism. During systematic analyses of mutant strains with defects in the TCA cycle, a strain deficient in all fumarase isoforms (ΔfumABC) elicited a unique metabolic profile. Alongside fumarate, S. Typhimurium ΔfumABC accumulates intermediates of the glycolysis and pentose phosphate pathway. Analyses by metabolomics and proteomics revealed that fumarate accumulation redirects carbon fluxes toward glycogen synthesis due to high (p)ppGpp levels. In addition, we observed reduced abundance of CheY, leading to altered motility and increased phagocytosis of S. Typhimurium by macrophages. Deletion of glycogen synthase restored normal carbon fluxes and phagocytosis and partially restored levels of CheY. We propose that utilization of accumulated fumarate as carbon source induces a status similar to exponential- to stationary-growth-phase transition by switching from preferred carbon sources to fumarate, which increases (p)ppGpp levels and thereby glycogen synthesis. Thus, we observed a new form of interplay between metabolism of S. Typhimurium and cellular functions and virulence.  IMPORTANCE We performed perturbation analyses of the tricarboxylic acid cycle of the gastrointestinal pathogen Salmonella enterica serovar Typhimurium. The defect of fumarase activity led to accumulation of fumarate but also resulted in a global alteration of carbon fluxes, leading to increased storage of glycogen. Gross alterations were observed in proteome and metabolome compositions of fumarase-deficient Salmonella. In turn, these changes were linked to aberrant motility patterns of the mutant strain and resulted in highly increased phagocytic uptake by macrophages. Our findings indicate that basic cellular functions and specific virulence functions in Salmonella critically depend on the proper function of the primary metabolism.	Copied	NA	0	0	0.5433300876	0.2213883677	0.06066291432	keep	??????	
193	(((((( Preprint DOI: 	biorxiv	10.1101/838821	(((((( We have manually inserted this sentence to assist with proper alignment of the text. These words will be deleted after the abstracts are properly combined.((((((	########	FALSE	Promotion of hyperthermic-induced rDNA hypercondensation in Saccharomyces cerevisiae	Ribosome biogenesis is tightly regulated through stress-sensing pathways that impact genome stability, aging and senescence. In Saccharomyces cerevisiae, ribosomal RNAs are transcribed from rDNA located on the right arm of chromosome XII. Numerous studies reveal that rDNA decondenses into a puff-like structure during interphase and condenses into a tight loop-like structure during mitosis. Intriguingly, a novel and additional mechanism of increased mitotic rDNA compaction (termed hypercondensation) was recently discovered that occurs in response to temperature stress (hyperthermic-induced) and is rapidly reversible. Here, we report that neither changes in condensin nor cohesin binding dynamics appear to play a critical role in hyperthermic-induced rDNA hypercondensation - differentiating this architectural state from normal mitotic condensation (requiring cohesins and condensins) and the premature condensation (requiring condensins) that occurs during interphase in response to nutrient starvation. A candidate genetic approach revealed that deletion of either Hsp82 or Hsc82 (Hsp90 heat shock paralogs) result in significantly reduced hyperthermic-induced rDNA hypercondensation. Intriguingly, Hsp inhibitors do not impact rDNA hypercondensation. In combination, these findings suggest that Hsp90 either stabilizes client proteins, which are sensitive to very transient thermic challenges, or directly promotes rDNA hypercondensation during preanaphase. Our findings further reveal that the high mobility group protein Hmo1 is a negative regulator of mitotic rDNA condensation, distinct from its role in promoting premature-condensation of rDNA during interphase upon nutrient starvation.	TRUE	10.1534/genetics.119.302994	publication_notice	Promotion of Hyperthermic-Induced rDNA Hypercondensation in Saccharomyces cerevisiae	########	Genetics	Genetics Society of America	74	Ribosome biogenesis is tightly regulated through stress-sensing pathways that impact genome stability, aging and senescence. In Saccharomyces cerevisiae, ribosomal RNAs are transcribed from rDNA located on the right arm of chromosome XII. Numerous studies reveal that rDNA decondenses into a puff-like structure during interphase, and condenses into a tight loop-like structure during mitosis. Intriguingly, a novel and additional mechanism of increased mitotic rDNA compaction (termed hypercondensation) was recently discovered that occurs in response to temperature stress (hyperthermic-induced) and is rapidly reversible. Here, we report that neither changes in condensin binding or release of DNA during mitosis, nor mutation of factors that regulate cohesin binding and release, appear to play a critical role in hyperthermic-induced rDNA hypercondensation. A candidate genetic approach revealed that deletion of either HSP82 or HSC82 (Hsp90 encoding heat shock paralogs) result in significantly reduced hyperthermic-induced rDNA hypercondensation. Intriguingly, Hsp inhibitors do not impact rDNA hypercondensation. In combination, these findings suggest that Hsp90 either stabilizes client proteins, which are sensitive to very transient thermic challenges, or directly promotes rDNA hypercondensation during preanaphase. Our findings further reveal that the high mobility group protein Hmo1 is a negative regulator of mitotic rDNA condensation, distinct from its role in promoting premature condensation of rDNA during interphase upon nutrient starvation.	Copied	NA	0	0	0.4721371709	0.3529774127	0.2570841889	keep	??????	
194	(((((( Preprint DOI: 	biorxiv	10.1101/838870	(((((( We have manually inserted this sentence to assist with proper alignment of the text. These words will be deleted after the abstracts are properly combined.((((((	########	FALSE	Development of microsatellite markers for the threatened species Coleocephalocereus purpureus (Cactaceae) using next-generation sequencing	Ten microsatellite loci were developed and validated for the endangered cactus species Coleocephalocereus purpureus. The markers were obtained from sequences generated by whole genome shotgun sequencing approaches. A testing group of 36 specimens of the main grouping were genotyped and all described markers presented suitable outcomes to population genetic studies, showing polymorphic status for C. purpureus testing group with clean and reproducible amplification. No evidence for scoring errors, null alleles or linkage disequilibrium was detected. Number of alleles per locus ranged from 3 to 6 and expected heterozygosity ranged from 0.78 to 0.99. These new microsatellite loci are suitable to be used in future diversity and structure population studies of C. purpureus.	TRUE	10.1007/s11033-019-05213-8	publication_notice	Development of microsatellite markers for the threatened species Coleocephalocereus purpureus (Cactaceae) using next-generation sequencing	########	Molecular Biology Reports	Springer Science and Business Media LLC	27	Ten microsatellite loci were developed and validated for the endangered     cactus species Coleocephalocereus purpureus. The markers were obtained     from sequences generated by whole genome shotgun sequencing approaches. A    testing group of 36 specimens of the main population were genotyped and    all described markers presented suitable outcomes to population genetic    studies, showing polymorphic status for C. purpureus testing group with    clean and reproducible amplification. No evidence for scoring errors,     null alleles or linkage disequilibrium was detected. Number of alleles     per locus ranged from 3 to 6 and expected heterozygosity ranged from     0.78 to 0.99. These new microsatellite loci are suitable to be used in     future diversity and structure population studies of C. purpureus.	Copied	NA	0	0	0.0338770389	0.05514705882	0.05514705882	keep	??????	
195	(((((( Preprint DOI: 	biorxiv	10.1101/842203	(((((( We have manually inserted this sentence to assist with proper alignment of the text. These words will be deleted after the abstracts are properly combined.((((((	########	FALSE	Minimal Barriers to Invasion During Human Colorectal Tumor Growth	Intra-tumoral heterogeneity (ITH) could represent clonal evolution where subclones with greater fitness confer more malignant phenotypes and invasion constitutes an evolutionary bottleneck. Alternatively, ITH could represent branching evolution with invasion of multiple subclones. The two models respectively predict a hierarchy of subclones arranged by phenotype, or multiple subclones with shared phenotypes. We delineated these modes of invasion by merging ancestral, topographic, and phenotypic information from 12 human colorectal tumors (11 carcinomas, 1 adenoma) obtained through saturation microdissection of 325 small tumor regions. The majority of subclones (29/46, 60%) shared superficial and invasive phenotypes. Of 11 carcinomas, 9 showed evidence of multiclonal invasion, and invasive and metastatic subclones arose early along the ancestral trees. Early multiclonal invasion in the majority of these tumors indicates the expansion of co-evolving subclones with similar malignant potential in absence of late bottlenecks, and suggests that barriers to invasion are minimal during colorectal cancer growth.	TRUE	10.1038/s41467-020-14908-7	publication_notice	Minimal barriers to invasion during human colorectal tumor growth	########	Nature Communications	Springer Science and Business Media LLC	116	Intra-tumoral heterogeneity (ITH) could represent clonal evolution where subclones with greater fitness confer more malignant phenotypes and invasion constitutes an evolutionary bottleneck. Alternatively, ITH could represent branching evolution with invasion of multiple subclones. The two models respectively predict a hierarchy of subclones arranged by phenotype, or multiple subclones with shared phenotypes. We delineate these modes of invasion by merging ancestral, topographic, and phenotypic information from 12 human colorectal tumors (11 carcinomas, 1 adenoma) obtained through saturation microdissection of 325 small tumor regions. The majority of subclones (29/46, 60%) share superficial and invasive phenotypes. Of 11 carcinomas, 9 show evidence of multiclonal invasion, and invasive and metastatic subclones arise early along the ancestral trees. Early multiclonal invasion in the majority of these tumors indicates the expansion of co-evolving subclones with similar malignant potential in absence of late bottlenecks and suggests that barriers to invasion are minimal during colorectal cancer growth.	Copied	NA	0	1	0.003131991051	0.007123775601	0.007123775601	keep	??????	
196	(((((( Preprint DOI: 	biorxiv	10.1101/852541	(((((( We have manually inserted this sentence to assist with proper alignment of the text. These words will be deleted after the abstracts are properly combined.((((((	########	FALSE	Marine deforestation leads to widespread loss of ecosystem function	Trophic interactions can result in changes to the abundance and distribution of habitat-forming species that dramatically reduce ecosystem health and functioning. Nowhere may this be as dramatic as in the coastal zone of the Aleutian Archipelago, where overgrazing by herbivorous sea urchins that began in the 1980s resulted in widespread deforestation of the regions kelp forests. Here we show that this deforestation resulted in decreased macroalgal and invertebrate abundance and diversity, increased benthic irradiances, and reduced rates of gross primary production and respiration by the ecosystem. These opposing metabolic processes remain in balance, however, which resulted in little-to-no changes to net ecosystem production. These patterns were consistent across nine islands spanning more than 1000 kilometers of the archipelago. In light of the worldwide declines in kelp forests observed in recent decades, our findings suggest that marine deforestation profoundly affects the health of coastal ecosystems and how they function.            Significance statementWidespread marine deforestation results in reduced biodiversity and primary productivity throughout more than 1000 km of the Aleutian Archipelago.	TRUE	10.1371/journal.pone.0226173	publication_notice	Marine deforestation leads to widespread loss of ecosystem function	########	PLOS ONE	Public Library of Science (PLoS)	103	Trophic interactions can result in changes to the abundance and distribution of habitat-forming species that dramatically reduce ecosystem functioning. In the coastal zone of the Aleutian Archipelago, overgrazing by herbivorous sea urchins that began in the 1990s resulted in widespread deforestation of the region’s kelp forests, which led to lower macroalgal abundances and higher benthic irradiances. We examined how this deforestation impacted ecosystem function by comparing patterns of net ecosystem production (NEP), gross primary production (GPP), ecosystem respiration (Re), and the range between GPP and Re in remnant kelp forests, urchin barrens, and habitats that were in transition between the two habitat types at nine islands that spanned more than 1000 kilometers of the archipelago. Our results show that deforestation, on average, resulted in a 24% reduction in GPP, a 26% reduction in Re, and a 24% reduction in the range between GPP and Re. Further, the transition habitats were intermediate to the kelp forests and urchin barrens for these metrics. These opposing metabolic processes remained in balance; however, which resulted in little-to-no changes to NEP. These effects of deforestation on ecosystem productivity, however, were highly variable between years and among the study islands. In light of the worldwide declines in kelp forests observed in recent decades, our findings suggest that marine deforestation profoundly affects how coastal ecosystems function.	Copied	NA	1	1	0.6091445428	0.5916552668	0.5367077063	keep	??????	
197	(((((( Preprint DOI: 	biorxiv	10.1101/859892	(((((( We have manually inserted this sentence to assist with proper alignment of the text. These words will be deleted after the abstracts are properly combined.((((((	########	FALSE	Interplay between TERT promoter mutations and methylation culminates in chromatin accessibility and TERT expression	The telomerase reverse transcriptase (TERT) gene is responsible for telomere maintenance in germline and stem cells, and is re-expressed in 90% of human cancers. Contrary to common concepts, CpG methylation in the TERT promoter (TERTp), was correlated with TERT mRNA expression. Furthermore, two hotspot mutations in TERTp, dubbed C228T and C250T, have been revealed to assist binding of transcription factor ETS/TCF and subsequent TERT expression. This study aimed to elucidate the combined contribution of epigenetic (promoter methylation and higher-order chromatin structure) and genetic (promoter mutations) mechanisms in regulating TERT gene expression in healthy skin and in melanoma cell lines (n=61). We unexpectedly observed that the methylation of TERTp was as high in a subset of healthy skin cells, mainly keratinocytes, as in cutaneous melanoma cell lines. In spite of the high promoter methylation fraction in wild-type (WT) samples, TERT mRNA was only expressed in the melanoma cell lines with high methylation or intermediate methylation in combination with TERT mutations. TERTp methylation was positively correlated with chromatin accessibility and expression in 8 melanoma cell lines. Cooperation between epigenetic and genetic mechanisms were best observed in heterozygous mutant cell lines as chromosome accessibility preferentially concerned the mutant allele. Combined, these results suggest a complex model in which TERT expression requires either a widely open chromatin state throughout the promoter in TERTp-WT samples due to high methylation or a combination of moderate methylation fraction/chromatin accessibility in the presence of the C228T/C250T mutations.            Author summaryPvdV and RvD formulated research goals and aims and supervised the overall progress. Wet-lab experiments, preparation of the manuscript and statistical analysis were performed by CS and CR. CS designed the novel assays. RN was involved in the experimental setup. RvD, NG and PvdV were responsible for funding acquisition. CR, RN, NG, RvD and PvdV critically reviewed the manuscript.	TRUE	10.1371/journal.pone.0231418	publication_notice	Interplay between TERT promoter mutations and methylation culminates in chromatin accessibility and TERT expression	########	PLOS ONE	Public Library of Science (PLoS)	131	The telomerase reverse transcriptase (TERT) gene is responsible for telomere maintenance in germline and stem cells, and is re-expressed in 90% of human cancers. CpG methylation in the TERT promoter (TERTp) was correlated with TERT mRNA expression. Furthermore, two hotspot mutations in TERTp, dubbed C228T and C250T, have been revealed to facilitate binding of transcription factor ETS/TCF and subsequent TERT expression. This study aimed to elucidate the combined contribution of epigenetic (promoter methylation and chromatin accessibility) and genetic (promoter mutations) mechanisms in regulating TERT gene expression in healthy skin samples and in melanoma cell lines (n = 61). We unexpectedly observed that the methylation of TERTp was as high in a subset of healthy skin cells, mainly keratinocytes, as in cutaneous melanoma cell lines. In spite of the high promoter methylation fraction in wild-type (WT) samples, TERT mRNA was only expressed in the melanoma cell lines with either high methylation or intermediate methylation in combination with TERT mutations. TERTp methylation was positively correlated with chromatin accessibility and TERT mRNA expression in 8 melanoma cell lines. Cooperation between epigenetic and genetic mechanisms were best observed in heterozygous mutant cell lines as chromosome accessibility preferentially concerned the mutant allele. Combined, these results suggest a complex model in which TERT expression requires either a widely open chromatin state in TERTp-WT samples due to high methylation throughout the promoter or a combination of moderate methylation fraction/chromatin accessibility in the presence of the C228T or C250T mutations.	Copied	NA	0	2	0.3250462841	0.2880650278	0.2200634417	keep	??????	
