doi,abstract
10.1101/022798,"In a long-term evolution experiment with Escherichia coli, bacteria in one of twelve populations evolved the ability to consume citrate, a previously unexploited resource in a glucose-limited medium. This innovation led to the frequency-dependent coexistence of citrate-consuming (Cit+) and non-consuming (Cit-) ecotypes, with Cit- bacteria persisting on the exogenously supplied glucose as well as other carbon molecules released by the Cit+ bacteria. After more than 10,000 generations of coexistence, however, the Cit- lineage went extinct; cells with the Cit- phenotype dropped to levels below detection, and the Cit- clade could not be detected by molecular assays based on its unique genotype. We hypothesized that this extinction event was a deterministic outcome of evolutionary change within the population, specifically the appearance of a more-fit Cit+ ecotype that competitively excluded the Cit- ecotype. We tested this hypothesis by re-evolving the population from one frozen sample taken just prior to the extinction and from another sample taken several thousand generations earlier, in each case for 500 generations and with 20-fold replication. To our surprise, the Cit- type did not go extinct in any of these replays, and Cit- cells also persisted in a single replicate that was propagated for 3,000 generations. Even more unexpectedly, we showed that the Cit- ecotype could reinvade the Cit+ population after its extinction. Taken together, these results indicate that the extinction of the Cit- ecotype was not a deterministic outcome driven by competitive exclusion by the Cit+ ecotype. The extinction also cannot be explained by demographic stochasticity, as the population size of the Cit- ecotype should have been many thousands of cells even during the daily transfer events. Instead, we infer that the extinction must have been caused by a rare chance event in which some aspect of the experimental conditions was inadvertently perturbed."
10.1101/022889,"BackgroundAnthropological and genetic data agree in indicating the African continent as the main place of origin for modern human. However, it is unclear whether early modern humans left Africa through a single, major process, dispersing simultaneously over Asia and Europe, or in two main waves, first through the Arab peninsula into Southern Asia and Oceania, and later through a Northern route crossing the Levant.\n\nResultsHere we show that accurate genomic estimates of the divergence times between European and African populations are more recent than those between Australo-Melanesia and Africa, and incompatible with the effects of a single dispersal. This difference cannot possibly be accounted for by the effects of hybridization with archaic human forms in Australo-Melanesia. Furthermore, in several populations of Asia we found evidence for relatively recent genetic admixture events, which could have obscured the signatures of the earliest processes.\n\nConclusionsWe conclude that the hypothesis of a single major human dispersal from Africa appears hardly compatible with the observed historical and geographical patterns of genome diversity, and that Australo-Melanesian populations seem still to retain a genomic signature of a more ancient divergence from Africa"
10.1101/022863,"The classic finding in both flowering plants and mammals that hybrid lethality often depends on parent of origin effects suggests that divergence in the underlying loci might be an important source of hybrid incompatibilities between species. In flowering plants, there is now good evidence from diverse taxa that seed lethality arising from interploidy crosses is often caused by endosperm defects associated with deregulated imprinted genes. A similar seed lethality phenotype occurs in many crosses between closely related diploid species, but the genetic basis of this form of early-acting F1 postzygotic reproductive isolation is largely unknown. Here, we show that F1 hybrid seed lethality is an exceptionally strong isolating barrier between two closely related Mimulus species, M. guttatus and M. tilingii, with reciprocal crosses producing less than 1% viable seeds. Using a powerful crossing design and high-resolution genetic mapping, we identify both maternally- and paternally-derived loci that contribute to hybrid seed incompatibility. Strikingly, these two sets of loci are largely non-overlapping, providing strong evidence that genes with parent of origin effects are the primary driver of F1 hybrid seed lethality between M. guttatus and M. tilingii. We find a highly polygenic basis for both parental components of hybrid seed lethality suggesting that multiple incompatibility loci have accumulated to cause strong postzygotic isolation between these closely related species. Our genetic mapping experiment also reveals hybrid transmission ratio distortion and chromosomal differentiation, two additional correlates of functional and genomic divergence between species."
10.1101/022855,"BackgroundSpecies tree estimation is challenging in the presence of incomplete lineage sorting (ILS), which can make gene trees different from the species tree. Because ILS is expected to occur and the standard concatenation approach can return incorrect trees with high support in the presence of ILS, \""coalescent-based\"" summary methods (which first estimate gene trees and then combine gene trees into a species tree) have been developed that have theoretical guarantees of robustness to arbitrarily high amounts of ILS. Some studies have suggested that summary methods should only be used on \""c-genes\"" (i.e., recombination-free loci) that can be extremely short (sometimes fewer than 100 sites). However, gene trees estimated on short alignments can have high estimation error, and summary methods tend to have high error on short c-genes. To address this problem, Chifman and Kubatko introduced SVDquartets, a new coalescent-based method. SVDquartets takes multi-locus unlinked single-site data, infers the quartet trees for all subsets of four species, and then combines the set of quartet trees into a species tree using a quartet amalgamation heuristic. Yet, the relative accuracy of SVDquartets to leading coalescent-based methods has not been assessed.\n\nResultsWe compared SVDquartets to two leading coalescent-based methods (ASTRAL-2 and NJst), and to concatenation using maximum likelihood. We used a collection of simulated datasets, varying ILS levels, numbers of taxa, and number of sites per locus. Although SVDquartets was sometimes more accurate than ASTRAL-2 and NJst, most often the best results were obtained using ASTRAL-2, even on the shortest gene sequence alignments we explored (with only 10 sites per locus). Finally, concatenation was the most accurate of all methods under low ILS conditions.\n\nConclusionsASTRAL-2 generally had the best accuracy under higher ILS conditions, and concatenation had the best accuracy under the lowest ILS conditions. However, SVDquartets was competitive with the best methods under conditions with low ILS and small numbers of sites per locus. The good performance under many conditions of ASTRAL-2 in comparison to SVDquartets is surprising given the known vulnerability of ASTRAL-2 and similar methods to short gene sequences."
10.1101/022350,"Biological production of terminal alkenes has garnered a significant interest due to their industrial applications such as lubricants, detergents and fuels. Here, we engineered the yeast Saccharomyces cerevisiae to produce terminal alkenes via a one-step fatty acid decarboxylation pathway and improved the alkene production using combinatorial engineering strategies. In brief, we first characterized eight fatty acid decarboxylases to enable and enhance alkene production. We then increased the production titer 7-fold by improving the availability of the precursor fatty acids. We additionally increased the titer about 5-fold through genetic cofactor engineering and gene expression tuning in rich medium. Lastly, we further improved the titer 1.8-fold to 3.7 mg/L by optimizing the culturing conditions in bioreactors. This study represents the first report of terminal alkene biosynthesis in S. cerevisiae, and the abovementioned combinatorial engineering approaches collectively increased the titer 67.4-fold. We envision that these approaches could provide insights into devising engineering strategies to improve the production of fatty acid-derived biochemicals in S. cerevisiae."
10.1101/022483,"Introductory ParagraphWe explored the microbial contributions to decomposition using a sophisticated approach to DNA Stable Isotope Probing (SIP). Our experiment evaluated the dynamics and ecological characteristics of functionally defined microbial groups that metabolize labile and structural C in soils. We added to soil a complex amendment representing plant derived organic matter substituted with either 13C-xylose or 13C-cellulose to represent labile and structural C pools derived from abundant components of plant biomass. We found evidence for 13C-incorporation into DNA from 13C-xylose and 13C-cellulose in 49 and 63 operational taxonomic units (OTUs), respectively. The types of microorganisms that assimilated 13C in the 13C-xylose treatment changed over time being predominantly Firmicutes at day 1 followed by Bacteroidetes at day 3 and then Actinobacteria at day 7. These 13C-labeling dynamics suggest labile C traveled through different trophic levels. In contrast, microorganisms generally metabolized cellulose-C after 14 days and did not change to the same extent in phylogenetic composition over time. Microorganisms that metabolized cellulose-C belonged to poorly characterized but cosmopolitan soil lineages including Verrucomicrobia, Chloroflexi and Planctomycetes. We show that microbial life history traits are likely to constrain the diversity of microorganisms that participate in the soil C-cycle."
10.1101/022871,"The great density and structural complexity of pulmonary vessels and airways impose limitations on the generation of accurate reference standards, which are critical in training and in the validation of image processing methods for features such as pulmonary vessel segmentation or artery-vein (AV) separations. The design of synthetic computed tomography (CT) images of the lung could overcome these difficulties by providing a database of pseudorealistic cases in a constrained and controlled scenario where each part of the image is differentiated unequivocally. This work demonstrates a complete framework to generate computational anthropomorphic CT phantoms of the human lung automatically. Starting from biological and image-based knowledge about the topology and relationships between structures, the system is able to generate synthetic pulmonary arteries, veins, and airways using iterative growth methods that can be merged into a final simulated lung with realistic features. Visual examination and quantitative measurements of intensity distributions, dispersion of structures and relationships between pulmonary air and blood flow systems show good correspondence between real and synthetic lungs."
10.1101/022939,"Reproductive traits in plants tend to evolve rapidly due to various causes that include plant-pollinator coevolution and pollen competition, but the genomic basis of reproductive trait evolution is still largely unknown. To characterise evolutionary patterns of genome wide gene expression in reproductive tissues and to compare them to developmental stages of the sporophyte, we analysed evolutionary conservation and genetic diversity of protein-coding genes using microarray-based transcriptome data from three plant species, Arabidopsis thaliana, rice (Oryza sativa) and soybean (Glycine max). In all three species a significant shift in gene expression occurs during gametogenesis in which genes of younger evolutionary age and higher genetic diversity contribute significantly more to the transcriptome than in other stages. We refer to this phenomenon as \""evolutionary bulge\"" during plant reproductive development because it differentiates the gametophyte from the sporophyte. The extent of the bulge pattern is much stronger than the transcriptomic hourglass, which postulates that during early embryo development an increased proportion of ancient and conserved genes contribute to the total transcriptome. In the three plant species, we observed an hourglass pattern only in A. thaliana but not in rice or soybean, which suggests that unlike the evolutionary bulge of reproductive genes the transcriptomic hourglass is not a general pattern of plant embryogenesis, which is consistent with the absence of a morphologically defined phylotypic stage in plant development."
10.1101/022947,"Purging through inbreeding occurs when consanguineous marriages increases the rate at which deleterious alleles are present in a homozygous state. In this study we carried out low-read depth (4-10x) whole-genome sequencing in 568 individuals from three Italian founder populations, and compared it to data from other Italian and European populations from the 1000 Genomes Project. We show extended consanguinity and depletion of homozygous genotypes at potentially detrimental sites in the founder populations compared to outbred populations. However these patterns are not compatible with the hypothesis of consanguinity driving the purging of highly deleterious mutations according to simulations. Therefore we conclude that genetic drift and the founder effect should be responsible for the observed purging of deleterious variants."
10.1101/022905,"The temporal change of phenotypes during the adaptive process remain largely unexplored, as do the genetic changes that affect these phenotypic changes. Here we focused on three mutations that rose to high frequency in the early stages of adaptation within 12 Escherichia coli populations subjected to thermal stress (42{degrees}C). All of the mutations were in the rpoB gene, which encodes the RNA polymerase beta subunit. For each mutation, we measured the growth curves and gene expression (mRNAseq) of clones at 42{degrees}C. We also compared growth and gene expression to their ancestor under unstressed (37{degrees}C) and stressed conditions (42{degrees}C). Each of the three mutations changed the expression of hundreds of genes and conferred large fitness advantages, apparently through the restoration of global gene expression from the stressed towards the pre-stressed state. Finally, we compared the phenotypic characteristics of one mutant, I572L, to two high-temperature adapted clones that have this mutation plus additional background mutations. The background mutations increased fitness, but they did not substantially change gene expression. We conclude that early mutations in a global transcriptional regulator cause extensive changes in gene expression, many of which are likely under positive selection for their effect in restoring the pre-stress physiology."
10.1101/022897,"Next-generation DNA sequencing has revolutionized the study of biology. However, the short read lengths of the dominant instruments complicate assembly of complex genomes and haplotype phasing of mixtures of similar sequences. Here we demonstrate a method to reconstruct the sequences of individual nucleic acid molecules up to 11.6 kilobases in length from short (150-bp) reads. We show that our method can construct 99.97%-accurate synthetic reads from bacterial, plant, and animal genomic samples, full-length mRNA sequences from human cancer cell lines, and individual HIV env gene variants from a mixture. The preparation of multiple samples can be multiplexed into a single tube, further reducing effort and cost relative to competing approaches. Our approach generates sequencing libraries in three days from less than one microgram of DNA in a single-tube format without custom equipment or specialized expertise."
10.1101/022913,"Genome-wide proximity placement analysis of diverse families of human-specific genomic regulatory loci (HSGRL) identified topologically-associating domains (TADs) that are significantly enriched for HSGRL and termed rapidly-evolving in humans TADs (revTADs; Genome Biol Evol. 2016 8; 2774-88). Here, human-specific genomic features of pluripotency regulatory networks in hESC have been analyzed. The primary focus was on identification of human-specific elements of the interphase chromatin architecture of TADs responsible for transcriptional regulatory control of the NANOG, POU5F1, and POU3F2 genes. Comparative analyses of the four adjacent TADs spanning ~3.3 Mb NANOG locus-associated genomic region were carried-out to highlight primate-specific genomic features. Lastly, the putative mechanisms of the genome-wide regulatory effects of human-specific NANOG-binding sites (HSNBS) on expression of genes implicated in the fetal and adult brain development have been examined. Acquisition of primate-specific regulatory loci appears to rewire TADs exerting transcriptional control on pluripotency regulators, revealing a genomic placement pattern consistent with the enhanced regulatory impact of NANOG in primates. Proximity placement analysis of HSNBS identified a large expression signature in the human fetal neocortex temporal lobe comprising 4,957 genes, which appear to retain acquired in the embryo expression changes for many years of human brain development and maintain highly concordant expression profiles in the neocortex and prefrontal cortex regions of adult human brain. Collectively, reported herein observations indicate that genomic elements of pluripotency regulatory circuitry associated with HSNBS, specifically proteins of the classical NurD chromatin remodeling complex, contribute to transcriptional regulation of a large set of genes implicated in development and function of human brain.\n\nList of abbreviations5hmC, 5-Hydromethylcytosine\n\nCTCF, CCCTC-binding factor\n\nDHS, DNase hypersensitivity sites\n\nFHSRR, fixed human-specific regulatory regions\n\nGRNs, genomic regulatory networks\n\nHAR, human accelerated regions\n\nhCONDEL, human-specific conserved deletions\n\nhESC, human embryonic stem cells\n\nHSGRL, human-specific genomic regulatory loci\n\nHSNBS, human-specific NANOG-binding sites\n\nHSTFBS, human-specific transcription factor-binding sites\n\nLAD, lamina-associated domain\n\nLINE, long interspersed nuclear element\n\nlncRNA, long non-coding RNA\n\nLTR, long terminal repeat\n\nMADE, methylation-associated DNA editing\n\nmC, methylcytosine\n\nmESC, mouse embryonic stem cells\n\nNANOG, Nanog homeobox\n\nnt, nucleotide\n\nPOU5F1, POU class 5 homeobox 1\n\nPSDS, partial strand displacement state\n\nTAD, topologically associating domains\n\nTE, transposable elements\n\nTF, transcription factor\n\nTSC, triple-stranded complex\n\nTSS, transcription start sites\n\nSE, super-enhancers\n\nSED, super-enhancer domains\n\nsncRNA, small non coding RNA"
10.1101/022962,"The Axon Initial Segment [AIS], located within the first 30 m of the axon, has two essential roles in generating action potentials and maintaining axonal identity. AIS assembly depends on a {beta}IV-spectrin / ankyrin G scaffold, but its macromolecular arrangement is not well understood. Here we quantitatively determined the AIS nanoscale architecture using STo-chastic Optical Reconstruction Microscopy [STORM]. First we directly demonstrate that the 190-nm periodicity of the AIS submembrane lattice results from longitudinal, head-to-head {beta}IV-spectrin molecules connecting actin rings. Using multicolor 3D-STORM, we resolve the nanoscale organization of ankyrin G: its aminoterminus associates with the submembrane lattice, whereas the carboxyterminus radially extends (~32 nm on average) toward the cytosol. This AIS nano-architecture is highly resistant to cytoskeletal perturbations, advocating its role in structural stabilization. Our findings provide a comprehensive view of the AIS molecular architecture, and will help understanding the crucial physiological functions of this compartment."
10.1101/023010,"Alternative splicing is regulated by multiple RNA-binding proteins and influences the expression of most eukaryotic genes. However, the role of this process in human disease, and particularly in cancer, is only starting to be unveiled. We systematically analyzed mutation, copy number and gene expression patterns of 1348 RNA-binding protein (RBP) genes in 11 solid tumor types, together with alternative splicing changes in these tumors and the enrichment of binding motifs in the alternatively spliced sequences. Our comprehensive study reveals widespread alterations in the expression of RBP genes, as well as novel mutations and copy number variations in association with multiple alternative splicing changes in cancer drivers and oncogenic pathways. Remarkably, the altered splicing patterns in several tumor types recapitulate those of undifferentiated cells. These patterns are predicted to be mainly controlled by MBNL1 and involve multiple cancer drivers, including the mitotic gene NUMA1. We show that NUMA1 alternative splicing induces enhanced cell proliferation and centrosome amplification in non-tumorigenic mammary epithelial cells. Our study uncovers novel splicing networks that potentially contribute to cancer development and progression."
10.1101/023119,"Tandem fluorescent protein timers (tFTs) report on protein age through time-dependent change in color, which can be exploited to study protein turnover and trafficking. Each tFT, composed of two fluorescent proteins (FPs) that differ in maturation kinetics, is suited to follow protein dynamics within a specific time range determined by the maturation rates of both FPs. So far tFTs were constructed by combining different slower-maturing red fluorescent proteins (redFPs) with the same faster-maturing superfolder green fluorescent protein (sfGFP). Towards a comprehensive characterization of tFTs, we compare here tFTs composed of different faster-maturing greenFPs, while keeping the slower-maturing redFP constant (mCherry). Our results indicate that the greenFP maturation kinetics influences the time range of a tFT. Moreover, we observe that commonly used greenFPs can partially withstand proteasomal degradation due to the stability of the FP fold, which results in accumulation of tFT fragments in the cell. Depending on the order of FPs in the timer, incomplete proteasomal degradation either shifts the time range of the tFT towards slower time scales or precludes its use for measurements of protein turnover. We identify greenFPs that are efficiently degraded by the proteasome and provide simple guidelines for design of new tFTs.\n\nAbbreviationstFT - tandem fluorescent protein timer\n\nFP - fluorescent protein\n\ngreenFP - green fluorescent protein\n\nredFP - red fluorescent protein"
10.1101/023044,"Most organisms live in ever-challenging temporally fluctuating environments. Theory suggests that the evolution of anticipatory (or deterministic) maternal effects underlies adaptation to environments that regularly fluctuate every other generation because of selection for increased offspring performance. Evolution of maternal bet-hedging reproductive strategies that randomize offspring phenotypes is in turn expected to underlie adaptation to irregularly fluctuating environments. Although maternal effects are ubiquitous their adaptive significance is unknown since they can easily evolve as a correlated response to selection for increased maternal performance. Using the nematode Caenorhabditis elegans, we show the experimental evolution of maternal provisioning of offspring with glycogen, in populations facing a novel anoxia hatching environment every other generation. As expected with the evolution of deterministic maternal effects, improved embryo hatching survival under anoxia evolved at the expense of fecundity and glycogen provisioning when mothers experienced anoxia early in life. Unexpectedly, populations facing an irregularly fluctuating anoxia hatching environment failed to evolve maternal bet-hedging reproductive strategies. Instead, adaptation in these populations should have occurred through the evolution of balancing trade-offs over multiple generations, since they evolved reduced fitness over successive generations in anoxia but did not go extinct during experimental evolution. Mathematical modelling confirms our conclusion that adaptation to a wide range of patterns of environmental fluctuations hinges on the existence of deterministic maternal effects, and that they are generally much more likely to contribute to adaptation than maternal bet-hedging reproductive strategies."
10.1101/022996,"Uniparental reproduction in diploids, via asexual reproduction or selfing, reduces the independence with which separate loci are transmitted across generations. This is expected to increase the extent to which a neutral marker is affected by selection elsewhere in the genome. Such effects have previously been quantified in coalescent models involving selfing. Here we examine the effects of background selection and balancing selection in diploids capable of both sexual and asexual reproduction (i.e., partial asexuality). We find that the effect of background selection on reducing coalescent time (and effective population size) can be orders of magnitude greater when rates of sex are low than when sex is common. This is because asexuality enhances the effects of background selection through both a recombination effect and a segregation effect. We show that there are several reasons that the strength of background selection differs between systems with partial asexuality and those with comparable levels of uniparental reproduction via selfing. Expectations for reductions in Ne via background selection have been verified using stochastic simulations. In contrast to background selection, balancing selection increases the coalescent time for a linked neutral site. With partial asexuality, the effect of balancing selection is somewhat dependent upon the mode of selection (e.g., heterozygote advantage vs. negative frequency dependent selection) in a manner that does not apply to selfing. This is because the frequency of heterozygotes, which are required for recombination onto alternative genetic backgrounds, is more dependent on the pattern of selection with partial asexuality than with selfing."
10.1101/022988,"A key quantity in the analysis of structured populations is the parameter K, which describes the number of subpopulations that make up the total population. Inference of K ideally proceeds via the model evidence, which is equivalent to the likelihood of the model. However, the evidence in favour of a particular value of K cannot usually be computed exactly, and instead programs such as SO_SCPLOWTRUCTUREC_SCPLOW make use of simple heuristic estimators to approximate this quantity. We show - using simulated data sets small enough that the true evidence can be computed exactly - that these simple heuristics often fail to estimate the true evidence, and that this can lead to incorrect conclusions about K. Our proposed solution is to use thermodynamic integration (TI) to estimate the model evidence. After outlining the TI methodology we demonstrate the effectiveness of this approach using a range of simulated data sets. We find that TI can be used to obtain estimates of the model evidence that are orders of magnitude more accurate and precise than those based on simple heuristics. Furthermore, estimates of K based on these values are found to be more reliable than those based on a suite of model comparison statistics. Our solution is implemented for models both with and without admixture in the software TO_SCPLOWRUEC_SCPLOWK."
10.1101/023093,"Testing for conserved and novel mechanisms underlying phenotypic evolution requires a diversity of genomes available for comparison spanning multiple independent lineages. For example, complex social behavior in insects has been investigated primarily with eusocial lineages, nearly all of which are Hymenoptera. If conserved genomic influences on sociality do exist, we need data from a wider range of taxa that also vary in their levels of sociality. Here we present information on the genome of the subsocial beetle Nicrophorus vespilloides, a species long used to investigate evolutionary questions of complex social behavior. We used this genome to address two questions. First, does life history predict overlap in gene models more strongly than phylogenetic groupings? Second, like other insects with highly developed social behavior but unlike other beetles, does N. vespilloides have DNA methylation? We found the overlap in gene models was similar between N. vespilloides and all other insect groups regardless of life history. Unlike previous studies of beetles, we found strong evidence of DNA methylation, which allows this species to be used to address questions about the potential role of methylation in social behavior. The addition of this genome adds a coleopteran resource to answer questions about the evolution and mechanistic basis of sociality."
10.1101/023036,"BackgroundIncomplete lineage sorting (ILS), modelled by the multi-species coalescent (MSC), is known to create discordance between gene trees and species trees, and lead to inaccurate species tree estimations unless appropriate methods are used to estimate the species tree. While many statistically consistent methods have been developed to estimate the species tree in the presence of ILS, only ASTRAL-2 and NJst have been shown to have good accuracy on large datasets. Yet, NJst is generally slower and less accurate than ASTRAL-2, and cannot run on some datasets.\n\nResultsWe have redesigned NJst to enable it to run on all datasets, and we have expanded its design space so that it can be used with different distance-based tree estimation methods. The resultant method, ASTRID, is statistically consistent under the MSC model, and has accuracy that is competitive with ASTRAL-2. Furthermore, ASTRID is much faster than ASTRAL-2, completing in minutes on some datasets for which ASTRAL-2 used hours.\n\nConclusionsASTRID is a new coalescent-based method for species tree estimation that is competitive with the best current method in terms of accuracy, while being much faster. ASTRID is available in open source form on github."
10.1101/023002,"The precise interpretation of environmental sulfur isotope records requires a quantitative understanding of the biochemical controls on sulfur isotope fractionation by the principle isotope-fractionating process within the S cycle, microbial sulfate reduction (MSR). Here we provide the only direct observation of the major (34S/32S) and minor (33S/32S, 36S/32S) sulfur isotope fractionations imparted by a central enzyme in the energy metabolism of sulfate reducers, dissimilatory sulfite reductase (DsrAB). Results from in vitro sulfite reduction experiments allow us to calculate the in vitro DsrAB isotope effect in 34S/32S (hereafter, 34{varepsilon}DsrAB) to be 15.3{+/-}2{per thousand}, 2{sigma}.The accompanying minor isotope effect in 33S, described as 33{lambda}DsrAB, is calculated to be 0.5150{+/-}0.0012, 2{sigma}. These observations facilitate a rigorous evaluation of the isotopic fractionation associated with the dissimilatory MSR pathway, as well as of the environmental variables that govern the overall magnitude of fractionation by natural communities of sulfate reducers. The isotope effect induced by DsrAB upon sulfite reduction is a factor of 0.3 to 0.6 times prior indirect estimates, which have ranged from 25 to 53{per thousand} in 34{varepsilon}DsrAB. The minor isotope fractionation observed from DsrAB is consistent with a kinetic or equilibrium effect. Our in vitro constraints on the magnitude of 34{varepsilon}DsrAB is similar to the median value of experimental observations compiled from all known published work, where 34{varepsilon}r-p = 16.1{per thousand} (r - p indicates reactant versus product, n = 648). This value closely matches those of MSR operating at high sulfate reduction rates in both laboratory chemostat experiments (34{varepsilon}SO4-H2S = 17.3{+/-}1.5{per thousand}) and in modern marine sediments (34{varepsilon}SO4-H2S = 17.3{+/-}3.8{per thousand}). Targeting the direct isotopic consequences of a specific enzymatic processes is a fundamental step toward a biochemical foundation for reinterpreting the biogeochemical and geobiological sulfur isotope records in modern and ancient environments."
10.1101/023051,"Altitudinal gradients represent short-range clines of environmental parameters like temperature, radiation, seasonality and pathogen abundance, which allows to study the foot-prints of natural selection in geographically close populations. We investigated phenotypic variation for frost resistance and light response in five Arabidopsis thaliana populations ranging from 580 to 2,350 meters altitude at two different valleys in the North Italian Alps. All populations were resequenced as pools and we used a Bayesian method to detect correlations between allele frequencies and altitude while accounting for sampling, pooled sequencing and the expected amount of shared drift among populations. The among population variation to frost resistance was not correlated with altitude. An anthocyanin deficiency causing a high leaf mortality was present in the highest population, which may be non-adaptive and potentially deleterious phenotypic variation. The genomic analysis revealed that the two high-altitude populations are more closely related than the geographically close low-altitude populations. A correlation of genetic variation with altitude revealed an enrichment of highly differentiated SNPs located in genes that are associated with biological processes like response to stress and light. We further identified regions with long blocks of presence absence variation suggesting a sweep-like pattern across populations. Our analysis indicate a complex interplay of local adaptation and a demographic history that was influenced by glaciation cycles and/or rapid seed dispersal by animals or other forces."
10.1101/023085,"We exploit the methodological similarity between ancestral genome reconstruction and extant genome scaffolding. We present a method, called ARO_SCPCAPTC_SCPCAP-DO_SCPCAPEC_SCPCAPCO_SCPCAPOC_SCPCAP that constructs neighborhood relationships between genes or contigs, in both ancestral and extant genomes, in a phylogenetic context. It is able to handle dozens of complete genomes, including genes with complex histories, by using gene phylogenies reconciled with a species tree, that is, annotated with speciation, duplication and loss events. Reconstructed ancestral or extant synteny comes with a support computed from an exhaustive exploration of the solution space. We compare our method with a previously published one that follows the same goal on a small number of genomes with universal unicopy genes. Then we test it on the whole Ensembl database, by proposing partial ancestral genome structures, as well as a more complete scaffolding for many partially assembled genomes on 69 eukaryote species. We carefully analyze a couple of extant adjacencies proposed by our method, and show that they are indeed real links in the extant genomes, that were missing in the current assembly. On a reduced data set of 39 eutherian mammals, we estimate the precision and sensitivity of ARO_SCPCAPTC_SCPCAP-DO_SCPCAPEC_SCPCAPCO_SCPCAPOC_SCPCAP by simulating a fragmentation in some well assembled genomes, and measure how many adjacencies are recovered. We find a very high precision, while the sensitivity depends on the quality of the data and on the proximity of closely related genomes."
10.1101/023176,"The nonrandom distribution of meiotic recombination shapes heredity and genetic diversification. A widely held view is that individual hotspots -- favored sites of recombination initiation -- are always ephemeral because they evolve rapidly toward extinction. An alternative view, often ignored or dismissed as implausible, predicts conservation of the positions of hotspots if they are chromosomal features under selective constraint, such as gene promoters. Here we empirically test opposite predictions of these theories by comparing genome-wide maps of meiotic recombination initiation from widely divergent species in the Saccharomyces clade. We find that the frequent overlap of hotspots with promoters is true of the species tested and, consequently, hotspot positions are well conserved. Remarkably, however, the relative strength of individual hotspots is also highly conserved, as are larger-scale features of the distribution of recombination initiation. This stability, not predicted by prior models, suggests that the particular shape of the yeast recombination landscape is adaptive, and helps in understanding evolutionary dynamics of recombination in other species."
10.1101/022970,"Analyses of living and fossil taxa are crucial for understanding changes in biodiversity through time. The Total Evidence method allows living and fossil taxa to be combined in phylogenies, by using molecular data for living taxa and morphological data for both living and fossil taxa. With this method, substantial overlap of morphological data among living and fossil taxa is crucial for accurately inferring topology. However, although molecular data for living species is widely available, scientists using and generating morphological data mainly focus on fossils. Therefore, there is a gap in our knowledge of neontological morphological data even in well-studied groups such as mammals.\n\nWe investigated the amount of morphological (cladistic) data available for living mammals and how this data was phylogenetically distributed across orders. 22 of 28 mammalian orders have <25% species with available morphological data; this has implications for the accurate placement of fossil taxa, although the issue is less pronounced at higher taxonomic levels. In most orders, species with available data are randomly distributed across the phylogeny, which may reduce the impact of the problem. We suggest that increased morphological data collection efforts for living taxa are needed to produce accurate Total Evidence phylogenies."
10.1101/023077,"The complex eukaryotic cell is a result of an ancient endosymbiosis and one of the major evolutionary transitions. The timing of key eukaryotic innovations relative to the acquisition of mitochondria remains subject to considerable debate, yet the evolutionary process itself might constrain the order of these events. Endosymbiosis entailed levels-of-selection conflicts, and mechanisms of conflict mediation had to evolve for eukaryogenesis to proceed. The initial mechanisms of conflict mediation were based on the pathways inherited from prokaryotic symbionts and led to metabolic homeostasis in the eukaryotic cell, while later mechanisms (e.g., mitochondrial gene transfer) contributed to the expansion of the eukaryotic genome. Perhaps the greatest opportunity for conflict arose with the emergence of sex involving whole-cell fusion. While early evolution of cell fusion may have affected symbiont acquisition, sex together with the competitive symbiont behaviour would have destabilized the emerging higher-level unit. Cytoplasmic mixing, on the other hand, would have been beneficial for selfish endosymbionts, capable of using their own metabolism to manipulate the life history of the host. Given the results of our mathematical modelling, we argue that sex represents a rather late proto-eukaryotic innovation, allowing for the growth of the chimeric nucleus and contributing to the successful completion of the evolutionary transition."
10.1101/023101,"Although the DNA-binding protein PRDM9 plays a critical role in the specification of meiotic recombination hotspots in mice and apes, it appears to be absent from many vertebrate species, including birds. To learn about the determinants of fine-scale recombination rates and their evolution in natural populations lacking PRDM9, we inferred fine-scale recombination maps from population resequencing data for two bird species, the zebra finch Taeniopygia guttata, and the long-tailed finch, Poephila acuticauda, whose divergence is on par with that between human and chimpanzee. We find that both bird species have hotspots, and these are enriched near CpG islands and transcription start sites. In sharp contrast to what is seen in mice and apes, the hotspots are largely shared between the two species, with indirect evidence of conservation extending across bird species tens of millions of years diverged. These observations link the evolution of hotspots to their genetic architecture, suggesting that in the absence of PRDM9 binding specificity, accessibility of the genome to the cellular recombination machinery, particularly around functional genomic elements, both enables increased recombination and constrains its evolution."
10.1101/022640,"Estimates of microbial fitness from growth curves are inaccurate. Rather, competition experiments are necessary for accurate estimation. But competition experiments require unique markers and are difficult to perform with isolates derived from a common ancestor or non-model organisms. Here we describe a new approach for predicting relative growth of microbes in a mixed culture utilizing mono- and mixed culture growth curve data. We validated this approach using growth curve and competition experiments with E. coli. Our approach provides an effective way to predict growth in a mixed culture and infer relative fitness. Furthermore, by integrating several growth phases, it provides an ecological interpretation for microbial fitness."
