doi,created,title,journal,publisher,times_cited,article_is_oa,journal_is_oa,best_oa_location,best_oa_license
10.1080/14767058.2020.1749257,2020-03-30,Pregnant women in the exposure to COVID-19 infection outbreak: the unseen risk factors and preventive healthcare patterns,The Journal of Maternal-Fetal & Neonatal Medicine,Taylor & Francis,0,TRUE,FALSE,publisher,NA
10.18502/ijm.v12i2.2607,2020-04-08,Is reporting many cases of COVID-19 in Iran due to strength or weakness of Iran’s health system?,Iranian Journal of Microbiology,Knowledge E,0,TRUE,FALSE,publisher,NA
10.1007/s11604-020-00967-9,2020-04-07,A case report of COVID-19 with false negative RT-PCR test: necessity of chest CT,Japanese Journal of Radiology,Springer Nature,0,TRUE,FALSE,publisher,NA
10.2214/ajr.20.23185,2020-04-07,Vascular Changes Detected With Thoracic CT in Coronavirus Disease (COVID-19) Might Be Significant Determinants for Accurate Diagnosis and Optimal Patient Management.,American Journal of Roentgenology,American Roentgen Ray Society,0,FALSE,FALSE,NA,NA
10.1038/s41571-020-0366-2,2020-04-07,COVID-19 and cancer: what we know so far,Nature Reviews Clinical Oncology,Springer Nature,0,TRUE,FALSE,publisher,NA
10.33960/ac_15.2020,2020-04-07,"Cuando se debe enfrentar la epidemia ""sin Estado"": Bolivia ante el Coronavirus",Annals of Combinatorics,Fundacion Carolina,0,TRUE,FALSE,publisher,NA
10.4088/jcp.20com13373,2020-04-06,"""What Were You Before the War?"" Repurposing Psychiatry During the COVID-19 Pandemic.",The Journal of Clinical Psychiatry,"Physicians Postgraduate Press, Inc",0,TRUE,FALSE,publisher,NA
10.1017/err.2020.29,2020-04-07,The COVID-19 Pandemic and International Trade: Temporary Turbulence or Paradigm Shift?,European Journal of Risk Regulation,Cambridge University Press (CUP),0,TRUE,FALSE,publisher,cc-by
10.1089/bfm.2020.29153.ams,2020-04-09,"Should Infants Be Separated from Mothers with COVID-19? First, Do No Harm",Breastfeeding Medicine,Mary Ann Liebert,0,TRUE,FALSE,publisher,cc-by
10.4000/espacoeconomia.10207,2020-04-09,A questão da desigualdade territorial municipal no Espírito Santo face à pandemia do coronavirus e a importância da existência de um Estado de bem estar social em defesa da sociedade.,Espaço e Economia,OpenEdition,0,TRUE,FALSE,publisher,NA
10.1017/ice.2020.115,2020-04-07,SARS-CoV-2: The Lombardy scenario in numbers.,Infection Control and Hospital Epidemiology,Cambridge University Press (CUP),0,TRUE,FALSE,publisher,cc-by
10.1038/s41423-020-0424-9,2020-04-07,SARS-CoV-2 infects T lymphocytes through its spike protein-mediated membrane fusion,Cellular & Molecular Immunology,Springer Nature,4,TRUE,FALSE,publisher,cc-by
10.31005/iajmh.v3i0.83,2020-04-07,Atenção Primária à Saúde e a pandemia de COVID-19: reflexão para a prática,InterAmerican Journal of Medicine and Health,Sociedade Regional de Ensino e Saude LTDA,0,TRUE,FALSE,publisher,cc-by
10.1093/eurheartj/ehaa282,2020-04-07,Denominator matters in estimating COVID-19 mortality rates,European Heart Journal,Oxford University Press (OUP),0,TRUE,FALSE,publisher,NA
10.14746/sr.2020.4.2.08,2020-04-06,(NON-HUMAN)ANIMAL COMPANIONSHIP: A CRUCIAL SUPPORT FOR PEOPLE DURING THE COVID-19 PANDEMIC,Society Register,Adam Mickiewicz University Poznan,0,TRUE,TRUE,publisher,cc-by-nc
10.4000/espacoeconomia.10332,2020-04-09,Um vírus com DNA da globalização: o espectro da perversidade,Espaço e Economia,OpenEdition,1,TRUE,FALSE,publisher,NA
10.3390/v12040406,2020-04-07,Antiviral Agents: Discovery to Resistance.,Viruses,MDPI,0,TRUE,TRUE,publisher,cc-by
10.3892/etm.2020.8646,2020-04-07,[Comment] COVID-19 pandemic and its impact on mental health of healthcare professionals,Experimental and Therapeutic Medicine,Spandidos Publications,0,TRUE,TRUE,publisher,cc-by-nc-nd
10.4088/jcp.20com13363,2020-04-06,Psychiatry's Niche Role in the COVID-19 Pandemic.,The Journal of Clinical Psychiatry,"Physicians Postgraduate Press, Inc",0,TRUE,FALSE,publisher,NA
10.1503/cmaj.75230,2020-04-06,COVID-19 outbreak measures may indirectly lead to greater burden on hospitals,Canadian Medical Association Journal,Joule,0,TRUE,FALSE,publisher,NA
10.7326/m20-1342,2020-04-06,Effectiveness of Surgical and Cotton Masks in Blocking SARS-CoV-2: A Controlled Comparison in 4 Patients.,Annals of Internal Medicine,American College of Physicians,3,TRUE,FALSE,publisher,NA
10.5712/rbmfc15(42)2461,2020-04-06,Covid-19: avaliação remota em Atenção Primária à Saúde,Revista Brasileira de Medicina de Família e Comunidade,Sociedade Brasileira de Medicina de Familia e Comunidade (SBMFC),0,TRUE,TRUE,publisher,cc-by
10.3390/v12040404,2020-04-07,In Silico Discovery of Candidate Drugs against Covid-19.,Viruses,MDPI,0,TRUE,TRUE,publisher,cc-by
10.1038/s41430-020-0625-4,2020-04-06,Nutritional management in hospital setting during SARS-CoV-2 pandemic: a real-life experience,European Journal of Clinical Nutrition,Springer Nature,1,TRUE,FALSE,publisher,NA
10.5152/ejbh.2020.300320,2020-04-06,Sars-CoV-2 (COVID-19) Outbreak and Breast Cancer Surgery in Turkey,European Journal of Breast Health,AVES Publishing,0,TRUE,FALSE,publisher,NA
10.7759/cureus.7561,2020-04-06,Rhabdomyolysis as a Presentation of 2019 Novel Coronavirus Disease,Cureus,Cureus,0,TRUE,TRUE,publisher,cc-by
10.1002/pro.3857,2020-03-26,Structural and biochemical characterization of SADS‐CoV papain‐like protease 2,Protein Science,Wiley,0,TRUE,FALSE,publisher,NA
10.2196/19043,2020-04-02,"The Three Steps Needed to End the COVID-19 Pandemic: Bold Public Health Leadership, Rapid Innovations, and Courageous Political Will.",JMIR Public Health and Surveillance,JMIR Publications,1,TRUE,TRUE,publisher,cc-by
10.1017/ice.2020.111,2020-04-06,Reducing hand recontamination of healthcare workers during COVID-19.,Infection Control and Hospital Epidemiology,Cambridge University Press (CUP),0,TRUE,FALSE,publisher,cc-by
10.1503/cmaj.200448,2020-03-26,Optimizing provision of extracorporeal life support during the COVID-19 pandemic: practical considerations for Canadian jurisdictions,Canadian Medical Association Journal,Joule,2,TRUE,FALSE,publisher,NA
10.2196/18887,2020-04-01,Conducting Clinical Research During the COVID-19 Pandemic: Investigator and Participant Perspectives.,JMIR Public Health and Surveillance,JMIR Publications,0,TRUE,TRUE,publisher,cc-by
10.1161/circulationaha.120.047454,2020-04-06,Protecting Medical Trainees on the COVID-19 Frontlines Saves Us All,Circulation,Wolters Kluwer,0,TRUE,FALSE,publisher,NA
10.1021/cen-09813-buscon2,2020-04-06,COVID-19 to delay clinical trials,C&EN Global Enterprise,American Chemical Society (ACS),0,FALSE,FALSE,NA,NA
10.1002/ppul.24754,2020-04-06,COVID‐19 infection in a paucisymptomatic infant: Raising the index of suspicion in epidemic settings,Pediatric Pulmonology,Wiley,2,TRUE,FALSE,publisher,NA
10.1002/mhw.32308,2020-04-03,MH coalition asks government for needed protective gear,Mental Health Weekly,Wiley,0,TRUE,FALSE,publisher,NA
10.1002/adaw.32684,2020-04-03,In Case You Haven't Heard…,Alcoholism & Drug Abuse Weekly,Wiley,0,TRUE,FALSE,publisher,NA
10.1056/nejmc2001801,2020-04-06,Covid-19 in South Korea — Challenges of Subclinical Manifestations,New England Journal of Medicine,Massachusetts Medical Society,1,TRUE,FALSE,publisher,NA
10.1021/cen-09813-buscon17,2020-04-06,"J&J, BARDA advance coronavirus vaccine",C&EN Global Enterprise,American Chemical Society (ACS),0,FALSE,FALSE,NA,NA
10.1192/bjo.2020.25,2020-04-06,A global needs assessment in times of a global crisis: world psychiatry response to the COVID-19 pandemic.,BJPsych Open,Royal College of Psychiatrists,0,TRUE,TRUE,publisher,NA
10.17294/2330-0698.1762,2020-04-07,"Abstracts From the 26th Annual Health Care Systems Research Network Conference, April 8–10, 2020",Journal of Patient-Centered Research and Reviews,Aurora Health Care,0,TRUE,TRUE,publisher,NA
10.1111/ijcp.13503,2020-03-18,"COVID‐19: Social distancing, ACE 2 receptors, protease inhibitors and beyond?",International Journal of Clinical Practice,Wiley,3,TRUE,FALSE,publisher,NA
10.1001/jamasurg.2020.1219,2020-04-06,Emergency Restructuring of a General Surgery Residency Program During the Coronavirus Disease 2019 Pandemic,JAMA Surgery,American Medical Association (AMA),1,TRUE,FALSE,publisher,NA
10.1136/bmj.m1389,2020-04-06,Seattle’s covid-19 lessons are yielding hope,The BMJ,BMJ,0,TRUE,FALSE,publisher,NA
10.1002/mhw.32307,2020-04-03,Thousands of New York MH professionals volunteer for service,Mental Health Weekly,Wiley,0,TRUE,FALSE,publisher,NA
10.5152/ejbh.2020.240320,2020-03-25,"Breast Cancer Diagnosis, Treatment and Follow-Up During COVID-19 Pandemic",European Journal of Breast Health,AVES Publishing,0,TRUE,FALSE,repository,NA
10.1111/hir.12307,2020-04-06,The COVID‐19 (Coronavirus) Pandemic: Reflections on the Roles of Librarians and Information Professionals,Health Information & Libraries Journal,Wiley,1,TRUE,FALSE,publisher,NA
10.1021/cen-09813-feature2,2020-04-06,Grad students on COVID-19’s impact,C&EN Global Enterprise,American Chemical Society (ACS),0,FALSE,FALSE,NA,NA
10.1503/cmaj.1095857,2020-04-06,How long will social distancing take to work? Experts weigh in on Canada’s COVID-19 response,Canadian Medical Association Journal,Joule,0,TRUE,FALSE,publisher,NA
10.1136/bmj.m1264,2020-04-06,Supporting colleagues during covid-19: the intensive care consultant,The BMJ,BMJ,0,TRUE,FALSE,publisher,NA
10.1038/s41581-020-0280-y,2020-04-06,Minimizing the risk of COVID-19 among patients on dialysis,Nature Reviews Nephrology,Springer Nature,0,TRUE,FALSE,publisher,NA
10.12998/wjcc.v8.i7.1265,2020-04-06,Atypical presentation of SARS-CoV-2 infection: A case report,World Journal of Clinical Cases,Baishideng Publishing Group,0,TRUE,TRUE,publisher,cc-by-nc
10.14450/2318-9312.v32.e1.a2020.pp3-5,2020-04-06,TRATAMENTO DO COVID‑19 COM MEDICAMENTOS EXPERIMENTAIS EM TESTES CLÍNICOS: DESAFIOS E PERSPECTIVAS,Infarma - Ciências Farmacêuticas,Conselho Federal de Farmacia,0,TRUE,TRUE,publisher,cc-by-nc-nd
10.1007/s00134-020-06023-4,2020-04-06,Clinicolaboratory study of 25 fatal cases of COVID-19 in Wuhan,Intensive Care Medicine,Springer Nature,0,TRUE,FALSE,publisher,NA
10.32473/joci.v2i1.121552,2020-04-07,"Casualties of a Pandemic: Truth, Trust and Transparency",The Journal of Civic Information,University of Florida George A Smathers Libraries,0,TRUE,FALSE,publisher,cc-by-nc
10.7326/m20-1083,2020-04-06,Psychological Impact of the COVID-19 Pandemic on Health Care Workers in Singapore.,Annals of Internal Medicine,American College of Physicians,2,TRUE,FALSE,publisher,NA
10.1161/circulationaha.120.047008,2020-04-06,High-Sensitivity Cardiac Troponin Can Be An Ally in the Fight Against COVID-19,Circulation,Wolters Kluwer,1,TRUE,FALSE,publisher,NA
10.1001/jama.2020.5445,2020-04-06,Sample Pooling as a Strategy to Detect Community Transmission of SARS-CoV-2,JAMA,American Medical Association (AMA),2,TRUE,FALSE,publisher,NA
10.1017/cem.2020.361,2020-04-06,The Twitter pandemic: The critical role of Twitter in the dissemination of medical information and misinformation during the COVID-19 pandemic.,Canadian Journal of Emergency Medicine,Cambridge University Press (CUP),0,TRUE,FALSE,publisher,cc-by
10.31260/repertmedcir.01217372.1035,2020-04-23,Obesidad: un problema en la atención de Covid-19,Revista Repertorio de Medicina y Cirugía,Fundacion Universitaria de Ciencias de la Salud,0,TRUE,FALSE,publisher,NA
10.1097/upj.0000000000000152,2020-04-06,Urology in the Era of COVID-19: Mass Casualty Triage,Urology Practice,Wolters Kluwer,0,TRUE,FALSE,publisher,NA
10.1136/bmj.m1383,2020-04-06,Covid-19 pandemic: a public and global mental health opportunity for social transformation?,The BMJ,BMJ,0,TRUE,FALSE,publisher,NA
10.1002/adaw.32678,2020-04-03,CARES Act eliminates most of 42 CFR Part 2,Alcoholism & Drug Abuse Weekly,Wiley,0,FALSE,FALSE,NA,NA
10.29333/ejgm/7891,2020-04-06,Pregnancy and COVID-19: What we Need to Know,Electronic Journal of General Medicine,Modestum,0,TRUE,TRUE,publisher,cc-by
10.1002/mhw.32304,2020-04-03,"CARES Act to help providers bolster care; supports communities, businesses",Mental Health Weekly,Wiley,0,TRUE,FALSE,publisher,NA
10.1111/all.14289,2020-03-20,Eleven faces of coronavirus disease 2019,Allergy,Wiley,10,TRUE,FALSE,publisher,NA
10.1002/uog.22034,2020-04-06,Lung ultrasound and computed tomographic findings in pregnant woman with COVID‐19,Ultrasound in Obstetrics and Gynecology,Wiley,2,TRUE,FALSE,publisher,NA
10.1136/bmj.m1373,2020-04-06,Health surveillance during covid-19 pandemic,The BMJ,BMJ,0,TRUE,FALSE,publisher,NA
10.7326/m20-1236,2020-04-06,COVID-19: Peer Support and Crisis Communication Strategies to Promote Institutional Resilience.,Annals of Internal Medicine,American College of Physicians,0,TRUE,FALSE,publisher,NA
10.18332/tid/120005,2020-04-06,COVID-19 outbreak impact in Spain: A role for tobacco smoking?,Tobacco Induced Diseases,E.U. European Publishing,0,TRUE,TRUE,publisher,cc-by
10.1136/bmj.m1385,2020-04-06,Lessons from covid-19: visiting patients at home and assessing comorbidities,The BMJ,BMJ,0,TRUE,FALSE,publisher,NA
10.7554/elife.57278,2020-04-06,Potential harmful effects of discontinuing ACE-inhibitors and ARBs in COVID-19 patients,eLife,eLife,1,TRUE,TRUE,publisher,cc-by
10.1002/mhw.32311,2020-04-03,"Alabama university to study emotions, behavior and COVID‐19",Mental Health Weekly,Wiley,0,TRUE,FALSE,publisher,NA
10.1002/ccd.28910,2020-04-06,Triage Considerations for Patients Referred for Structural Heart Disease Intervention During the Coronavirus Disease 2019 (COVID‐19) Pandemic: An ACC /SCAI Consensus Statement,Catheterization and Cardiovascular Interventions,Wiley,0,TRUE,FALSE,publisher,NA
10.1177/1941738120918876,2020-04-06,Coronavirus Disease 2019 (COVID-19): Considerations for the Competitive Athlete.,Sports Health A Multidisciplinary Approach,SAGE Publications,0,TRUE,FALSE,publisher,cc-by
10.1001/jama.2020.5775,2020-04-06,Critical Illness in Patients With COVID-19,JAMA,American Medical Association (AMA),0,TRUE,FALSE,publisher,NA
10.1073/pnas.2004168117,2020-04-07,Effectiveness of convalescent plasma therapy in severe COVID-19 patients,Proceedings of the National Academy of Sciences of the United States of America,Proceedings of the National Academy of Sciences,9,TRUE,FALSE,publisher,cc-by
10.1002/mhw.32306,2020-04-03,Small business loan eligibility promising for nonprofits,Mental Health Weekly,Wiley,0,TRUE,FALSE,publisher,NA
10.7759/cureus.7560,2020-04-06,"A Comprehensive Literature Review on the Clinical Presentation, and Management of the Pandemic Coronavirus Disease 2019 (COVID-19)",Cureus,Cureus,2,TRUE,TRUE,publisher,cc-by
10.5812/archcid.102938,2020-04-06,New Corona Virus (COVID-19) Management in Pregnancy and Childbirth,Archives of Clinical Infectious Diseases,Kowsar Medical Institute,0,TRUE,TRUE,publisher,cc-by-nc
10.26694/repis.v6i0.10333,2020-04-13,DISINFECTANTS FOR USE IN THE SANITARY CONTEXT OF COVID-19,Revista Prevenção de Infecção e Saúde,Universidade Federal do Piaui,0,TRUE,TRUE,publisher,NA
10.1021/cen-09813-buscon3,2020-04-06,Reagents hold up European COVID-19 tests,C&EN Global Enterprise,American Chemical Society (ACS),0,FALSE,FALSE,NA,NA
10.1017/ice.2020.109,2020-04-06,Core principles for infection prevention in hemodialysis centers during the COVID-19 pandemic.,Infection Control and Hospital Epidemiology,Cambridge University Press (CUP),0,TRUE,FALSE,publisher,cc-by
10.1021/cen-09813-comment,2020-04-06,How ACS is adapting to the coronavirus pandemic,C&EN Global Enterprise,American Chemical Society (ACS),0,TRUE,FALSE,publisher,NA
10.1136/bmj.m1384,2020-04-06,Covid-19 and the rise of racism,The BMJ,BMJ,0,TRUE,FALSE,publisher,NA
10.1172/jci138871,2020-04-06,Kidney diseases in the time of COVID-19: major challenges to patient care,Journal of Clinical Investigation,American Society for Clinical Investigation,0,TRUE,FALSE,publisher,NA
10.1136/bmj.m1407,2020-04-06,Covid-19: UK government writes off £13.4bn of hospital debts to ease pressures,The BMJ,BMJ,0,TRUE,FALSE,publisher,NA
10.1038/s41577-020-0303-8,2020-04-06,Dysregulation of lung myeloid cells in COVID-19,Nature Reviews Immunology,Springer Nature,0,TRUE,FALSE,publisher,NA
10.1111/add.15080,2020-04-06,Mitigating and learning from the impact of COVID‐19 infection on addictive disorders,Addiction,Wiley,0,TRUE,FALSE,publisher,cc-by-nc
10.1111/jocn.15290,2020-04-06,Life in the pandemic: Social isolation and mental health,Journal of Clinical Nursing,Wiley,2,TRUE,FALSE,publisher,NA
10.1021/cen-09813-scicon7,2020-04-06,Did pangolins help spread SARS-CoV-2?,C&EN Global Enterprise,American Chemical Society (ACS),0,FALSE,FALSE,NA,NA
10.1021/cen-09813-feature1,2020-04-06,Faculty cope with coronavirus shutdowns,C&EN Global Enterprise,American Chemical Society (ACS),0,TRUE,FALSE,publisher,NA
10.35381/s.v.v4i7.670,2020-04-06,El COVID 19: Impacto psicológico en los seres humanos,Revista Arbitrada Interdisciplinaria de Ciencias de la Salud Salud y Vida,Fundacion Koinonia,0,TRUE,TRUE,publisher,cc-by-nc-sa
10.29333/ejgm/7892,2020-04-06,BCG is a Good Immunotherapeutic Agent for Viral and Autoimmune Diseases: Is it a New Weapon against Coronavirus (COVID-19)?,Electronic Journal of General Medicine,Modestum,0,TRUE,TRUE,publisher,cc-by
10.5664/jcsm.8472,2020-04-06,Sleep Health Service in China During the COVID-19 Outbreak.,Journal of Clinical Sleep Medicine,American Academy of Sleep Medicine (AASM),0,TRUE,FALSE,publisher,NA
10.1002/adaw.32681,2020-04-03,"AMA COVID‐19 recommendations: MAT, pain and harm reduction",Alcoholism & Drug Abuse Weekly,Wiley,0,TRUE,FALSE,publisher,NA
10.5152/ejbh.2020.010420,2020-04-06,Lung Changes on Chest CT During 2019 Novel Coronavirus (COVID-19) Pneumonia,European Journal of Breast Health,AVES Publishing,0,TRUE,FALSE,publisher,NA
10.2196/18844,2020-04-01,Novel Coronavirus in Cape Town Informal Settlements: Feasibility of Using Informal Dwelling Outlines to Identify High Risk Areas for COVID-19 Transmission From A Social Distancing Perspective.,JMIR Public Health and Surveillance,JMIR Publications,1,TRUE,TRUE,publisher,cc-by
10.1002/adaw.32680,2020-04-03,DEA allows buprenorphine inductions based on telephone only,Alcoholism & Drug Abuse Weekly,Wiley,0,TRUE,FALSE,publisher,NA
10.5812/hepatmon.103179,2020-04-06,Evaluation of Hepatic Enzymes Changes and Association with Prognosis in COVID-19 Patients,Hepatitis Monthly,Kowsar Medical Institute,0,TRUE,TRUE,publisher,cc-by-nc
10.2196/19160,2020-04-19,Novel Coronavirus (COVID-19) Knowledge and Perceptions: A Survey of Healthcare Workers.,JMIR Public Health and Surveillance,JMIR Publications,0,TRUE,TRUE,publisher,cc-by
10.1089/sur.2020.097,2020-04-10,Attitudes of Anesthesiology Specialists and Residents Toward Patients Infected with the Novel Coronavirus (COVID-19): A National Survey Study,Surgical Infections,Mary Ann Liebert,0,TRUE,FALSE,publisher,NA
10.1017/ice.2020.110,2020-04-06,"How to deal with 2019 novel coronavirus (COVID-19): a public health practice from the Centers for Disease Control and Prevention in Zhanggong District, Ganzhou City, China.",Infection Control and Hospital Epidemiology,Cambridge University Press (CUP),0,TRUE,FALSE,publisher,NA
10.1001/jama.2020.5394,2020-04-06,"Baseline Characteristics and Outcomes of 1591 Patients Infected With SARS-CoV-2 Admitted to ICUs of the Lombardy Region, Italy",JAMA,American Medical Association (AMA),33,TRUE,FALSE,publisher,NA
10.1002/jmv.25816,2020-04-02,Fecal transmission in COVID‐19: A potential shedding route,Journal of Medical Virology,Wiley,4,TRUE,FALSE,publisher,NA
10.1212/wnl.0000000000009519,2020-04-07,Preparing a neurology department for SARS-CoV-2 (COVID-19): Early experiences at Columbia University Irving Medical Center and the New York Presbyterian Hospital in New York City,Neurology,Wolters Kluwer,0,TRUE,FALSE,publisher,NA
10.1111/bju.15071,2020-04-06,COVID‐19 and Urology: A Comprehensive Review of the Literature,BJU International,Wiley,0,TRUE,FALSE,publisher,NA
10.1007/s00405-020-05965-1,2020-04-06,Olfactory and gustatory dysfunctions as a clinical presentation of mild-to-moderate forms of the coronavirus disease (COVID-19): a multicenter European study,European Archives of Oto-Rhino-Laryngology,Springer Nature,7,TRUE,FALSE,publisher,NA
10.1126/science.abc1085,2020-04-07,‘Every day is a new surprise.’ Inside the effort to produce the world’s most popular coronavirus tracker,Science,American Association for the Advancement of Science (AAAS),0,FALSE,FALSE,NA,NA
10.1136/archdischild-2020-319149,2020-04-06,"Breast feeding at the time of COVID-19: do not forget expressed mother’s milk, please",Archives of Disease in Childhood - Fetal and Neonatal Edition,BMJ,0,TRUE,FALSE,publisher,NA
10.17219/pzp/120054,2020-04-06,Perception of “coronavirus” on the Polish Internet until arrival of SARS-CoV-2 in Poland,Nursing and Public Health,Wroclaw Medical University,0,TRUE,TRUE,publisher,cc-by-nc-nd
10.1136/bmj.m1401,2020-04-06,Covid-19: A&E visits in England fall by 25% in week after lockdown,The BMJ,BMJ,1,TRUE,FALSE,publisher,NA
10.1055/s-0040-1709837,2020-04-06,"Joint Guidance from the Society of Gastrointestinal Endoscopy of India (SGEI), Indian Society of Gastroenterology (ISG), and Indian National Association for Study of the Liver (INASL) for Gastroenterologists and Gastrointestinal Endoscopists on the Prevention, Care, and Management of Patients with COVID-19",Journal of Digestive Endoscopy,Thieme,0,TRUE,TRUE,publisher,cc-by-nc-nd
10.1126/scitranslmed.abb5883,2020-04-06,An orally bioavailable broad-spectrum antiviral inhibits SARS-CoV-2 in human airway epithelial cell cultures and multiple coronaviruses in mice,Science Translational Medicine,American Association for the Advancement of Science (AAAS),6,TRUE,FALSE,publisher,cc-by
10.1021/cen-09813-leadcon,2020-04-06,Coronavirus starts to weigh on industry,C&EN Global Enterprise,American Chemical Society (ACS),0,FALSE,FALSE,NA,NA
10.1007/s00134-020-06028-z,2020-04-06,"Correction to: Clinical predictors of mortality due to COVID-19 based on an analysis of data of 150 patients from Wuhan, China",Intensive Care Medicine,Springer Nature,1,TRUE,FALSE,publisher,NA
10.30636/jbpa.31.151,2020-04-07,Age-based messaging strategies for communication about COVID-19,Journal of Behavioral Public Administration,Center for Experimental and Behavioral Public Administration,0,TRUE,TRUE,publisher,cc-by
10.1001/jama.2020.5788,2020-04-06,The COVID-19 Pandemic in the US,JAMA,American Medical Association (AMA),3,TRUE,FALSE,publisher,NA
10.1002/jmv.25802,2020-03-30,Diagnosis and treatment of an acute severe pneumonia patient with COVID‐19: Case report,Journal of Medical Virology,Wiley,1,FALSE,FALSE,NA,NA
10.1002/hbe2.192,2020-04-06,"Unprecedented pandemic, unprecedented shift, and unprecedented opportunity",Human Behavior and Emerging Technologies,Wiley,1,TRUE,TRUE,publisher,NA
10.1038/s41577-020-0304-7,2020-04-06,Fighting COVID-19 exhausts T cells,Nature Reviews Immunology,Springer Nature,0,TRUE,FALSE,publisher,NA
10.1001/jamasurg.2020.1227,2020-04-06,How to Partner With the Military in Responding to Pandemics—A Blueprint for Success,JAMA Surgery,American Medical Association (AMA),0,TRUE,FALSE,publisher,NA
10.1136/bmj.m1409,2020-04-06,Covid-19: NICE advises against using NSAIDs for fever in patients with suspected cases,The BMJ,BMJ,2,FALSE,FALSE,NA,NA
10.1002/jmv.25793,2020-03-29,"Clinical characteristics of 54 medical staff with COVID‐19: A retrospective study in a single center in Wuhan, China",Journal of Medical Virology,Wiley,3,TRUE,FALSE,publisher,NA
10.1017/ice.2020.108,2020-04-06,Management-supportive measures for managers of healthcare organizations during the COVID-19 epidemic.,Infection Control and Hospital Epidemiology,Cambridge University Press (CUP),0,TRUE,FALSE,publisher,cc-by
10.1136/tobaccocontrol-2020-055807,2020-04-07,The tobacco industry in the time of COVID-19: time to shut it down?,Tobacco Control,BMJ,0,TRUE,FALSE,publisher,NA
10.1002/jmv.25815,2020-04-02,Sore throat in COVID‐19: Comment on “Clinical characteristics of hospitalized patients with SARS‐CoV‐2 infection: A single arm meta‐analysis”,Journal of Medical Virology,Wiley,0,TRUE,FALSE,publisher,NA
10.1080/1744666x.2020.1750954,2020-04-02,Immune-epidemiological parameters of the novel coronavirus – a perspective,Expert Review of Clinical Immunology,Taylor & Francis,1,TRUE,FALSE,publisher,NA
10.1212/wnl.0000000000009520,2020-04-07,Ethics in the time of COVID: What remains the same and what is different,Neurology,Wolters Kluwer,0,TRUE,FALSE,publisher,NA
10.1136/bmj.m1379,2020-04-06,Social distancing in covid-19: what are the mental health implications?,The BMJ,BMJ,0,TRUE,FALSE,publisher,NA
10.1021/cen-09813-feature4,2020-04-06,What could remdesivir data tell us about tackling COVID-19?,C&EN Global Enterprise,American Chemical Society (ACS),0,FALSE,FALSE,NA,NA
10.1002/agm2.12104,2020-04-06,Pharmaceutical care of chloroquine phosphate in elderly patients with coronavirus pneumonia (COVID‐19),Aging Medicine,Wiley,0,TRUE,TRUE,publisher,cc-by
10.1038/s41577-020-0305-6,2020-04-06,In the eye of the COVID-19 cytokine storm,Nature Reviews Immunology,Springer Nature,0,TRUE,FALSE,publisher,NA
10.1002/anr3.12041,2020-04-06,Awake tracheal intubation in a suspected COVID‐19 patient with critical airway obstruction,Anaesthesia Reports,Wiley,0,TRUE,FALSE,publisher,NA
10.1080/09546634.2020.1749545,2020-04-06,Biologic therapy for psoriasis during the covid-19 outbreak is not a choice,Journal of Dermatological Treatment,Taylor & Francis,1,FALSE,FALSE,NA,NA
10.1136/bmj.m1387,2020-04-06,Cardiopulmonary resuscitation after hospital admission with covid-19,The BMJ,BMJ,0,TRUE,FALSE,publisher,NA
10.1002/ajh.25793,2020-03-25,Leukoerythroblastic reaction in a patient with COVID‐19 infection,American Journal of Hematology,Wiley,1,TRUE,FALSE,publisher,NA
10.1002/mhw.32310,2020-04-03,North Carolina frees up $30 million for BH during COVID‐19 crisis,Mental Health Weekly,Wiley,0,TRUE,FALSE,publisher,NA
10.1002/jmv.25834,2020-04-06,An Analysis of Spatiotemporal Pattern for COIVD‐19 in China based on Space‐Time Cube,Journal of Medical Virology,Wiley,0,TRUE,FALSE,publisher,NA
10.1007/s12630-020-01650-3,2020-04-14,Mental health advice for frontline healthcare providers caring for patients with COVID-19,Journal canadien d'anesthésie,Springer Nature,0,TRUE,FALSE,publisher,NA
10.1159/000507640,2020-04-06,Psychosomatic Medicine and Covid-19 Pandemic,Psychotherapy and Psychosomatics,Karger Publishers,0,TRUE,FALSE,repository,NA
10.1093/ajh/hpaa057,2020-03-31,Hypertension and COVID-19,American Journal of Hypertension,Oxford University Press (OUP),0,TRUE,FALSE,publisher,NA
10.1111/liv.14470,2020-04-06,COVID‐19 and liver disease,Liver International,Wiley,1,TRUE,FALSE,publisher,NA
10.1002/mhw.32305,2020-04-03,"In states with prominent virus crisis, door wide open for move to telehealth",Mental Health Weekly,Wiley,0,TRUE,FALSE,publisher,NA
10.15829/1560-4071-2020-3-3801,2020-04-07,Guidelines for the diagnosis and treatment of circulatory diseases in the context of the COVID-19 pandemic,Russian Journal of Cardiology,"Silicea - Poligraf, LLC",1,TRUE,TRUE,publisher,cc-by
10.1136/bmj.m1419,2020-04-06,"Covid-19: Don’t apply advance care plans to groups of people, doctors’ leaders warn",The BMJ,BMJ,0,TRUE,FALSE,publisher,NA
10.1177/1751143720918517,2020-04-06,COVID-19: An update from England’s high consequence infectious diseases intensive care unit leads,Journal of the Intensive Care Society,SAGE Publications,0,TRUE,TRUE,publisher,NA
10.32388/rem7m2,2020-04-05,"Review of ""Smoking, vaping and hospitalization for COVID-19""",Qeios,Qeios Ltd,0,TRUE,TRUE,publisher,NA
