doi,abstract
10.1101/000257,"The study of human mobility is both of fundamental importance and of great potential value. For example, it can be leveraged to facilitate efficient city planning and improve prevention strategies when faced with epidemics. The newfound wealth of rich sources of data--including banknote flows, mobile phone records, and transportation data--have led to an explosion of attempts to characterize modern human mobility. Unfortunately, the dearth of comparable historical data makes it much more difficult to study human mobility patterns from the past. In this paper, we present such an analysis: we demonstrate that the data record from Korean family books (called \""jokbo\"") can be used to estimate migration patterns via marriages from the past 750 years. We apply two generative models of long-term human mobility to quantify the relevance of geographical information to human marriage records in the data, and we find that the wide variety in the geographical distributions of the clans poses interesting challenges for the direct application of these models. Using the different geographical distributions of clans, we quantify the \""ergodicity\"" of clans in terms of how widely and uniformly they have spread across Korea, and we compare these results to those obtained using surname data from the Czech Republic. To examine population flow in more detail, we also construct and examine a population-flow network between regions. Based on the correlation between ergodicity and migration patterns in Korea, we identify two different types of migration patterns: diffusive and convective. We expect the analysis of diffusive versus convective effects in population flows to be widely applicable to the study of mobility and migration patterns across different cultures."
10.1101/000414,"There are significant differences in the biology of males and females, ranging from biochemical pathways to behavioural responses, which are relevant to modern medicine. Broad-sense heritability estimates differ between the sexes for many common medical disorders, indicating that genetic architecture can be sex-dependent. Recent genome-wide association studies (GWAS) have successfully identified sex-specific and sex-biased effects, where in addition to sex-specific effects on gene expression, twenty-two medical traits have sex-specific or sex-biased loci. Sex-specific genetic architecture of complex traits is also extensively documented in model organisms using genome-wide linkage or association mapping, and in gene disruption studies. The evolutionary origins of sex-specific genetic architecture and sexual dimorphism lie in the fact that males and females share most of their genetic variation yet experience different selection pressures. At the extreme is sexual antagonism, where selection on an allele acts in opposite directions between the sexes. Sexual antagonism has been repeatedly identified via a number of experimental methods in a range of different taxa. Although the molecular basis remains to be identified, mathematical models predict the maintenance of deleterious variants that experience selection in a sex-dependent manner. There are multiple mechanisms by which sexual antagonism and alleles under sex-differential selection could contribute toward the genetics of common, complex disorders. The evidence we review clearly indicates that further research into sex-dependent selection and the sex-specific genetic architecture of diseases would be rewarding. This would be aided by studies of laboratory and wild animal populations, and by modelling sex-specific effects in genome-wide association data with joint, gene-by-sex interaction tests. We predict that even sexually monomorphic diseases may harbour cryptic sex-specific genetic architecture. Furthermore, empirical evidence suggests that investigating sex-dependent epistasis may be especially rewarding. Finally, the prevalent nature of sex-specific genetic architecture in disease offers scope for the development of more effective, sex-specific therapies.\n\nFundingThis work was supported by the European Research Council (WPG and EHM; Starting Grant #280632), a Royal Society University Research Fellowship (EHM), the Swedish Research Council (JKA), and the Volkswagen Foundation (JKA). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.\n\nCompeting interestsThe authors declare that they have no competing financial interests."
10.1101/000687,"Introduction Introduction Clinical classifications and the... De novo mutations, germline... Rare and compensatory mutations Current ability / approaches Prenatal diagnosis,... Implications for acceptance,... Conclusions References \""our incomplete studies do not permit actual classification; but it is better to leave things by themselves rather than to force them into classes which have their foundation only on paper\"" -- Edouard Seguin (Seguin, 1866)\n\n\""The fundamental mistake which vitiates all work based upon Mendels method is the neglect of ancestry, and the attempt to regard the whole effect upon offspring, produced by a particular parent, as due to the existence in the parent of particular structural c ..."
10.1101/001073,"Tools for estimating population structure from genetic data are now used in a wide variety of applications in population genetics. However, inferring population structure in large modern data sets imposes severe computational challenges. Here, we develop efficient algorithms for approximate inference of the model underlying the STRUCTURE program using a variational Bayesian framework. Variational methods pose the problem of computing relevant posterior distributions as an optimization problem, allowing us to build on recent advances in optimization theory to develop fast inference tools. In addition, we propose useful heuristic scores to identify the number of populations represented in a dataset and a new hierarchical prior to detect weak population structure in the data. We test the variational algorithms on simulated data, and illustrate using genotype data from the CEPH-Human Genome Diversity Panel. The variational algorithms are almost two orders of magnitude faster than STRUCTURE and achieve accuracies comparable to those of ADMIXTURE. Furthermore, our results show that the heuristic scores for choosing model complexity provide a reasonable range of values for the number of populations represented in the data, with minimal bias towards detecting structure when it is very weak. Our algorithm, fastSTRUCTURE, is freely available online at http://pritchardlab.stanford.edu/structure.html."
10.1101/001099,"Hemifacial microsomia (HFM) is the second most common facial anomaly after cleft lip and palate. The phenotype is highly variable and most cases are sporadic. Here, we investigated the disorder in a large pedigree with five affected individuals spanning eight meioses. We performed whole-exome sequencing and a genome-wide survey of segmental variations. Analysis of the exome sequencing results indicated the absence of a pathogenic coding point mutation. Inspection of segmental variations identified a 1.3Mb duplication of chromosome 14q22.3 in all affected individuals that was absent in more than 1000 chromosomes of ethnically matched controls. The duplication was absent in seven additional sporadic HFM cases, which is concordant with the known heterogeneity of the disorder. To find the critical gene in the duplicated region, we analyzed signatures of human craniofacial disease networks, mouse expression data, and predictions of dosage sensitivity. All of these approaches implicated OTX2 as the most likely causal gene. Moreover, OTX2 is a known oncogenic driver in medulloblastoma, a condition that was diagnosed in the proband during the course of our study. Our findings highlight dosage sensitivity of OTX2 in human craniofacial development and suggest a possible shared etiology between a subtype of hemifacial microsomia and medulloblastoma."
10.1101/001354,"The debate over the ethnogenesis of Ashkenazi Jewry is longstanding, and has been hampered by a lack of Jewish historiographical work between the Biblical and the early Modern eras. Most historians, as well as geneticists, situate them as the descendants of Israelite tribes whose presence in Europe is owed to deportations during the Roman conquest of Palestine, as well as migration from Babylonia, and eventual settlement along the Rhine. By contrast, a few historians and other writers, most famously Arthur Koestler, have looked to migrations following the decline of the little-understood Medieval Jewish kingdom of Khazaria as the main source for Ashkenazi Jewry. A recent study of genetic variation in southeastern European populations (Elhaik 2012) also proposed a Khazarian origin for Ashkenazi Jews, eliciting considerable criticism from other scholars investigating Jewish ancestry who favor a Near Eastern origin of Ashkenazi populations. This paper re-examines the genetic data and analytical approaches used in these studies of Jewish ancestry, and situates them in the context of historical, linguistic, and archaeological evidence from the Caucasus, Europe and the Near East. Based on this reanalysis, it appears not only that the Khazar Hypothesis per se is without serious merit, but also the veracity of the  Rhineland Hypothesis may also be questionable."
10.1101/001453,"The diversity of populations in domestic species offer great opportunities to study genome response to selection. The recently published Sheep Hapmap dataset is a great example of characterization of the world wide genetic diversity in the Sheep. In this study, we re-analyzed the Sheep Hapmap dataset to identify selection signatures in worldwide Sheep populations. Compared to previous analyses, we make use of statistical methods that (i) take account of the hierarchical structure of sheep populations, (ii) make use of Linkage Disequilibrium information and (iii) focus specifically on either recent or older selection signatures. We show that this allows to pinpoint several new selection signatures in the sheep genome and to distinguish those related to modern breeding objectives and to earlier post-domestication constraints. The newly identified regions, together with the one previously identified, reveal the extensive genome response to selection on morphology, color and adaptation to new environments."
10.1101/001552,"We sequenced genomes from a [~]7,000 year old early farmer from Stuttgart in Germany, an [~]8,000 year old hunter-gatherer from Luxembourg, and seven [~]8,000 year old hunter-gatherers from southern Sweden. We analyzed these data together with other ancient genomes and 2,345 contemporary humans to show that the great majority of present-day Europeans derive from at least three highly differentiated populations: West European Hunter-Gatherers (WHG), who contributed ancestry to all Europeans but not to Near Easterners; Ancient North Eurasians (ANE), who were most closely related to Upper Paleolithic Siberians and contributed to both Europeans and Near Easterners; and Early European Farmers (EEF), who were mainly of Near Eastern origin but also harbored WHG-related ancestry. We model these populations deep relationships and show that EEF had [~]44% ancestry from a \""Basal Eurasian\"" lineage that split prior to the diversification of all other non-African lineages."
10.1101/001347,"Several methods have been proposed to test for introgression across genomes. One method tests for a genome-wide excess of shared derived alleles between taxa using Pattersons D statistic, but does not establish which loci show such an excess or whether the excess is due to introgression or ancestral population structure. Several recent studies have extended the use of D by applying the statistic to small genomic regions, rather than genome-wide. Here, we use simulations and whole genome data from Heliconius butterflies to investigate the behavior of D in small genomic regions. We find that D is unreliable in this situation as it gives inflated values when effective population size is low, causing D outliers to cluster in genomic regions of reduced diversity. As an alternative, we propose a related statistic [Formula] a modified version of a statistic originally developed to estimate the genome-wide fraction of admixture. [Formula] is not subject to the same biases as D, and is better at identifying introgressed loci. Finally, we show that both D and [Formula] outliers tend to cluster in regions of low absolute divergence (dXY), which can confound a recently proposed test for differentiating introgression from shared ancestral variation at individual loci."
10.1101/001404,"Explaining the evolution of human life history characteristics remains an outstanding problem to evolutionary anthropologists. Progress is hindered by common misunderstandings of how selection works in age-structured populations. I review two important results of life history theory related to demography. First, different life history strategies evolve under density-independent and density-dependent population growth. Second, and more poorly appreciated, different kinds of density-dependence also select for different life history strategies; assuming zero population growth alone is insufficient to determine the optimal strategy. I show that these facts are more than methodological niceties by reanalyzing the model by Kaplan et al. (2000) and showing that the results depend strongly on the form of population regulation assumed. This analysis suggests that progress in human life history theory requires better understanding of the demography of our ancestors. I close with a discussion of empirical implications."
10.1101/001289,"Expansion of the neocortex is a hallmark of human evolution. However, it remains an open question what adaptive mechanisms facilitated its expansion. Here we show, using gyrencephaly index (GI) and other physiological and life-history data for 102 mammalian species, that gyrencephaly is an ancestral mammalian trait. We provide evidence that the evolution of a highly folded neocortex, as observed in humans, requires the traversal of a threshold of [~]109 neurons, and that species above and below the threshold exhibit a bimodal distribution of physiological and life-history traits, establishing two phenotypic groups. We identify, using discrete mathematical models, proliferative divisions of pro-genitors in the basal compartment of the developing neocortex as evolutionarily necessary and sufficient for generating a fourteen-fold increase in daily prenatal neuron production and thus traversal of the neuronal threshold. Finally, using RNA-seq data from fetal human neocortical germinal zones, we show a genomic correlate to the neuron threshold in the differential conservation of long intergenic non-coding RNA. (see arXiv:1304.5412)"
10.1101/001446,"Humans in many societies cooperate in economic experiments at much higher levels than would be expected if their goal was maximizing economic returns even when interactions are anonymous and one-shot. This is a puzzle because paying a cost to benefit another player in one-shot interactions has no direct benefit to the cooperator. This paper explores the logic of two competing evolutionary hypotheses to explain this behavior. The \""norm psychology\"" hypothesis holds that a players choice of strategy is heavily influenced by socially-learned cultural norms. Its premise is that over the course of human evolutionary history, cultural norms varied considerably across human societies and through a process of gene-culture co-evolution, humans evolved mechanisms to learn and adopt the norms of their particular society. The \""evolutionary mismatch\"" hypothesis holds that pro-social preferences evolved genetically in our hunter-gatherer past where one-shot anonymous interactions were rare and these evolved \""protocols\"" for cooperation are misapplied in modern, laboratory, conditions. I compare these hypotheses by adopting a well-known model of the mismatch hypothesis. I show that the cooperation generated by the model is based on a flawed assumption - that the best thing to do is cooperate in a repeated game. I show that repeated games generate a great diversity of behavioral equilibria, in support of the norm psychology hypothesiss premise. When interaction is repeated, adopting local norms is a more evolutionarily successful strategy than automatically cooperating. If various groups are at different behavioral equilibria, then cultural selection between groups tends to select for cooperative behavior."
10.1101/001487,"The origin of cooperation is a central problem in evolutionary biology and social science. Cultural group selection and parochial altruism are popular but controversial evolutionary explanations for large-scale cooperation. Proponents of the cultural group selection hypothesis argue that the human tendency to conform--a consequence of our reliance on social learning--maintained sufficient between-group variation to allow group selection (which favors altruism) to overpower individual selection (which favors selfishness), whereupon large-scale altruism could emerge. Proponents of the parochial altruism hypothesis argue that altruism could emerge in tandem with hostility toward other groups if the combination of the two traits increased success in inter-group contests. Proponents of both hypotheses assume that cooperation is altruistic and that within-group conflict is antithetical to cooperation, implying that group selection for cooperation reduces within-group conflict. Yet within-group conflict need not be antithetical to cooperation. This essay uses a mathematical model to show that selection between groups can lead to greater within-group aggression if within-group aggression enhances the value of individually costly public goods contributions. This model may help to explain cross-cultural associations between warfare, socialization for aggression, aggressive sports, and interpersonal violence among humans. It may also apply to other forms of inter-group conflict among humans. Finally, the model suggests that group selection can lead to disharmony within groups, a caveat to the use of group selection models to inform social policy."
10.1101/001529,"Henrich (2004) argued that larger populations can better maintain complex technologies because they contain more highly skilled people whom others can imitate. His original model, however, did not distinguish the effects of population size from population density or network size; a learners social network included the entire population. Does population size remain important when populations are subdivided and networks are realistically small? I use a mathematical model to show that population size has little effect on equilibrium levels of mean skill under a wide range of conditions. The effects of network size and transmission error rate usually overshadow that of population size. Population size can, however, affect the rate at which a population approaches equilibrium, by increasing the rate at which innovations arise. This effect is small unless innovation is very rare. Whether population size predicts technological complexity in the real world, then, depends on whether technological evolution is innovation-limited and short of equilibrium. The effect of population \""connectedness,\"" via migration or trade, is similar. I discuss the results of this analysis in light of the current empirical debate."
10.1101/001172,"The multi-species coalescent has provided important progress for evolutionary inferences, including increasing the statistical rigor and objectivity of comparisons among competing species delimitation models. However, Bayesian species delimitation methods typically require brute force integration over gene trees via Markov chain Monte Carlo (MCMC), which introduces a large computation burden and precludes their application to genomic-scale data. Here we combine a recently introduced dynamic programming algorithm for estimating species trees that bypasses MCMC integration over gene trees with sophisticated methods for estimating marginal likelihoods, needed for Bayesian model selection, to provide a rigorous and computationally tractable technique for genome-wide species delimitation. We provide a critical yet simple correction that brings the likelihoods of different species trees, and more importantly their corresponding marginal likelihoods, to the same common denominator, which enables direct and accurate comparisons of competing species delimitation models using Bayes factors. We test this approach, which we call Bayes factor delimitation (*with genomic data; BFD*), using common species delimitation scenarios with computer simulations. Varying the numbers of loci and the number of samples suggest that the approach can distinguish the true model even with few loci and limited samples per species. Misspecification of the prior for population size{theta} has little impact on support for the true model. We apply the approach to West African forest geckos (Hemidactylus fasciatus complex) using genome-wide SNP data data. This new Bayesian method for species delimitation builds on a growing trend for objective species delimitation methods with explicit model assumptions that are easily tested."
10.1101/000711,"Continuous measurements of sap flow have been widely used to measure water flux through tree stems and branches. However, these measurements lack the resolution necessary for determining fine-scale, leaf-level responses to environmental variables. We used the heat ratio method to measure sap flow rates through leaf petioles and leaflet petiolules of saplings of the tropical tree Tabebuia rosea (Bignoniaceae) to determine how leaf and leaflet sap flow responds to variation in light and vapor pressure deficit (VPD). We found that in the morning sap flow rates to east-facing leaves increased 26 minutes before adjacent west-facing leaves. Although leaves had higher integrated sap flow than their largest leaflet, this difference was not proportional to the difference in leaf area, which could be due to lower conduit area in petiolules than in petioles. In contrast to measurements on main stems, integrated daily sap flow was negatively correlated with daily mean VPD. Furthermore, leaves exhibited previously undescribed patterns of hysteresis in the sap flow-VPD and sap flow-PAR relationships. When hysteresis in the sap flow-PAR relationship was clockwise, the sap flow-VPD relationship was also clockwise; however, when hysteresis in the sap flow-PAR relationship was counterclockwise, the sap flow-VPD relationship displayed an intersected loop. These pattern differences highlight how substantially leaf-level processes may vary within a canopy and how leaf-level processes may not scale predictably to the stem level."
10.1101/000760,"Biodiversity indices often combine data from different species when used in monitoring programs. Heuristic properties can suggest preferred indices, but we lack objective ways to discriminate between indices with similar heuristics. Biodiversity indices can be evaluated by determining how well they reflect management objectives that a monitoring program aims to support. For example, the Convention on Biological Diversity requires reporting about extinction rates, so simple indices that reflect extinction risk would be valuable. Here we develop three biodiversity indices that are based on simple models of population viability that relate extinction risk to abundance. The first index is based on the geometric mean abundance of species. A second uses a more general power mean. A third integrates both the geometric mean abundance and trend. These indices require the same data as previous indices, but they also relate directly to extinction risk. Field data for butterflies and woodland plants, and experimental studies of protozoan communities show that the indices correlate with local extinction rates. Applying the index based on the geometric mean to global data on changes in avian abundance suggests that the average extinction probability of birds has increased approximately 1% from 1970 to 2009."
10.1101/000893,"There is profound interest in knowing the degree to which Chinas institutions are capable of protecting its natural forests and biodiversity in the face of economic and political change. Chinas two most important forest protection policies are its National Forest Protection Program (NFPP) and its National-level Nature Reserves (NNRs). The NFPP was implemented in 17 provinces starting in the year 2000 in response to deforestation-caused flooding. We used MODIS data (MOD13Q1) to estimate forest cover and forest loss across mainland China, and we report that 1.765 million km2 or 18.7% of mainland China was covered in forest (12.3%, canopy cover > 70%) and woodland (6.4%, 40% [&le;] canopy cover < 70%) in 2000. By 2010, a total of 480,203 km2 of forest + woodland was lost, amounting to an annual deforestation rate of 2.7%. The forest-only loss was 127,473 km2, or 1.05% annually. The three most rapidly deforested provinces were outside NFPP jurisdiction, in the southeast. Within the NFPP provinces, the annual forest + woodland loss rate was 2.26%, and the forest-only rate was 0.62%. Because these loss rates are likely overestimates, China appears to have achieved, and even exceeded, its NFPP target of reducing deforestation to 1.1% annually in the target provinces. We also assemble the first-ever polygon dataset for Chinas forested NNRs (n = 237), which covered 74,030 km2 in 2000. Conventional unmatched and covariate-matching analyses both find that about two-thirds of Chinas NNRs exhibit effectiveness in protecting forest cover and that within-NNR deforestation rates are higher in provinces that have higher overall deforestation."
10.1101/001032,"The non-protein amino acid {beta}-aminobutyric acid (BABA) could induce plant resistance to a broad spectrum of biotic and abiotic stresses. However, BABA-induced plant resistance to insects is less well-studied, especially its underlying mechanism. In this research, we applied BABA to wheat seedlings and tested its effects on Sitobion avenae. When applied as a soil drench, BABA significantly reduced weight of S. avenae, whereas foliar spray and seed treatment had no such effects. BABA-mediated suppression of S. avenae growth is dose dependent and could last at least for 7 days. The aminobutyric acid concentration in phloem sap of BABA-treated plants accumulated to high levels and increased with BABA concentrations applied. Moreover, after 10 days of treatment, the aminobutyric acid content in BABA-treated plants was still higher than that in control treatment. S. avenae could not discriminate artificial diet containing BABA from standard diet, indicating that BABA itself is not a deterrent to this aphid. Also S. avenae did not show preference for control plants or BABA-treated plants. Consistent with choice test results, S. avenae had similar feeding activities on control and BABA-treated plants, suggesting that BABA did not induce antifeedants in wheat seedlings. In addition, aminobutyric acid concentration in S. avenae feeding on BABA-treated plants was significantly higher than those feeding on control palnts. S. avenae growth rate was reduced on artificial diet containing BABA, indicating direct toxic effects of BABA to this aphid. These results suggest that BABA application could enhance wheat plant resistance to S. avenae and the mechanism is possibly due to direct toxicity of high BABA contents in plant phloem."
10.1101/001263,"Although climate change is expected to reorganize entire communities, this restructuring might reflect either direct ecological or evolutionary responses to abiotic conditions or indirect effects mediated through altered species interactions. We tested the hypothesis that changes in trophic interaction strength due to altered predator abundance have a cascading evolutionary response in a prey species (Daphnia pulex). Using a multiyear / multigenerational field experiment, we manipulated 12 open aquatic mesocosms to simulate hydrological conditions under climate change. After a three-year press manipulation, we collected Daphnia pulex from each pond and raised them in a common garden. Using quantitative genetic methods, we measured a series of quantitative traits every other day on 108 individuals for eight weeks. There was a significant decrease in tail spine length and population growth rate in groups exposed to the most extreme future climate scenarios. Structural equation models demonstrated that trait changes were best explained as an indirect effect of climate change treatments mediated through changes in predator abundance. Our results suggest climate change can trigger a cascade of ecological and evolutionary forces by reducing predator density, which in turn acts as a selective force leading to evolutionary change in prey morphology and life history."
10.1101/001255,"Spatial and environmental processes influence species composition at distinct scales. Previous studies suggested that the landscape-scale distribution of larval anurans is influenced by environmental gradients related to adult breeding site selection, such as pond canopy cover, but not water chemistry. However, the combined effects of spatial, pond morphology, and water chemistry variables on metacommunity structure of larval anurans have not been analyzed. We used a partial redundancy analysis with variation partitioning to analyze the relative influence of pond morphology (e.g., depth, area, and aquatic vegetation), water chemistry, and spatial variables on a tadpole metacommunity from southeastern Brazil. We predict that the metacommunity will be spatially structured at broad spatial scales, while environmental variables, mainly related to adult habitat selection, would play a larger role at fine spatial scales. We found that broad-scale spatial patterns of pond canopy cover and pond morphology strongly influenced metacommunity structure. Additionally, species composition was spatially autocorrelated at short distances. We suggest that the reproductive behavior of adult anurans is driving tadpole metacommunity dynamics, since pond morphology, but not water chemistry affects breeding site selection by adults. Our results contribute to the understanding of amphibian species diversity in tropical environments."
10.1101/001537,"Vaccines are the cornerstone of influenza control policy, but can suffer from several drawbacks. Seasonal influenza vaccines are prone to production problems and low efficacies, while pandemic vaccines are unlikely to be available in time to slow a rapidly spreading global outbreak. Antiviral therapy was found to be beneficial during the influenza A(H1N1)pdm09 pandemic even with limited use; however, antiviral use has decreased further since then. We seek to determine the role antiviral therapy can play in pandemic and seasonal influenza control on the population level, and to find optimized strategies for more efficient use of treatment. Using an age-structured contact network model for an urban population, we find that while a conservative antiviral therapy strategy cannot replace a robust influenza vaccine, it can play a role in reducing attack rates and eliminating outbreaks."
10.1101/001610,"Biologically meaningful and standardized definitions of life stages are essential for demographic studies, especially for endangered and intensively managed species such as rhinoceros. Focusing on the black rhinoceros Diceros bicornis, we argue that standardized biological definitions of calf, subadult, and adult, rather than age classes, provide the appropriate basis for black rhinoceros demography. Age classes do not correlate well with the risks of mortality nor characterize, at least for females, the attainment of reproductive maturity. Black rhinoceros demography based on age classes, typical of existing literature, obscures the significance of studies of mortality and fecundity. Comparison of studies also requires standardized definitions. We propose biologically meaningful definitions of life stages appropriate for the demography of the black rhinoceros and encourage the community of rhinoceros researchers to reach consensus on standardized, demographically appropriate definitions for adoption for each rhinoceros species."
10.1101/000307,"Temperature affects both the timing and outcome of animal development, but the detailed effects of temperature on the progress of early development have been poorly characterized. To determine the impact of temperature on the order and timing of events during Drosophila melanogaster embryogenesis, we used time-lapse imaging to track the progress of embryos from shortly after egg laying through hatching at seven precisely maintained temperatures between 17.5{degrees}C and 32.5{degrees}C. We employed a combination of automated and manual annotation to determine when 36 milestones occurred in each embryo. D. melanogaster embryogenesis takes 33 hours at 17.5{degrees}C, and accelerates with increasing temperature to a low of 16 hours at 27.5{degrees}C, above which embryogenesis slows slightly. Remarkably, while the total time of embryogenesis varies over two fold, the relative timing of events from cellularization through hatching is constant across temperatures. To further explore the relationship between temperature and embryogenesis, we expanded our analysis to cover ten additional Drosophila species of varying climatic origins. Six of these species, like D. melanogaster, are of tropical origin, and embryogenesis time at different temperatures was similar for them all. D. mojavensis, a sub-tropical fly, develops slower than the tropical species at lower temperatures, while D. virilis, a temperate fly, exhibits slower development at all temperatures. The alpine sister species D. persimilis and D. pseudoobscura develop as rapidly as tropical flies at cooler temperatures, but exhibit diminished acceleration above 22.5{degrees}C and have drastically slowed development by 30{degrees}C. Despite ranging from 13 hours for D. erecta at 30{degrees}C to 46 hours for D. virilis at 17.5{degrees}C, the relative timing of events from cellularization through hatching is constant across all of the species and temperatures examined here, suggesting the existence of a previously unrecognized timer controlling the progress of embryogenesis that has been tuned by natural selection in response to the thermal environment in which each species lives.\n\nAuthor SummaryTemperature profoundly impacts the rate of development of \""cold-blooded\"" animals, which proceeds far faster when it is warm. There is, however, no universal relationship. Closely related species can develop at markedly different speeds at the same temperature, likely resulting from environmental adaptation. This creates a major challenge when comparing development among species, as it is unclear whether they should be compared at the same temperature or under different conditions to maintain the same developmental rate. Facing this challenge while working with flies (Drosophila species), we found there was little data to inform this decision. So, using time-lapse imaging, precise temperature-control, and computational and manual video-analysis, we tracked the complex process of embryogenesis in 11 species at seven different temperatures. There was over a three-fold difference in developmental rate between the fastest species at its fastest temperature and the slowest species at its slowest temperature. However, our finding that the timing of events within development all scaled uniformly across species and temperatures astonished us. This is good news for developmental biologists, since we can induce species to develop nearly identically by growing them at different temperatures. But it also means flies must possess some unknown clock-like molecular mechanism driving embryogenesis forward."
10.1101/000570,"Hedgehog proteins are lipid-modified secreted signaling molecules that regulate tissue development and homeostasis. Lipids contained in circulating lipoproteins repress the Hedgehog signaling pathway in the absence of Hedgehog ligand, but the identity of these lipids is unknown. Here, using biochemical fractionation and lipid mass spectrometry, we identify these inhibitory lipids as endocannabinoids. Endocannabinoids are present in lipoproteins of both flies and humans, and repress the pathway in both mammalian signaling assays and Drosophila wing imaginal discs. In Drosophila, endocannabinoids are required in vivo to keep the levels of Smoothened and full-length Cubitus interruptus (Ci155) low in the absence of Hedgehog. Furthermore, elevating their endogenous levels inhibits Hedgehog-dependent accumulation of Smoothened and Ci155. Interestingly, cannabis-derived phytocannabinoids are also potent pathway inhibitors in flies and mammals. These findings constitute a novel link between organismal metabolism and local Hedgehog signaling, and suggest previously unsuspected mechanisms for the broad physiological activities of cannabinoids."
10.1101/000653,"Embryonic Stem cells derived from the epiblast tissue of the mammalian blastocyst, retain the capability to differentiate into any adult cell type and are able to self-renew indefinitely under appropriate culture conditions. Despite the large amount of knowledge that we have accumulated to date about the regulation and control of self-renewal, efficient directed differentiation into specific tissues remains elusive. In this work, we have analyzed in a systematic manner the interaction between the dynamics of loss of pluripotency and Activin/Nodal, BMP4 and Wnt signalling in fate assignment during the early stages of differentiation of mouse ES cells in culture. During the initial period of differentiation cells exit from pluripotency and enter an Epi-like state. Following this transient stage, and under the influence of Activin/Nodal and BMP signalling, cells face a fate choice between differentiating into neuroectoderm and contributing to Primitive Streak fates. We find that Wnt signalling does not suppress neural development as previously thought and that it aids both fates in a context dependent manner. Our results suggest that as cells exit pluripotency they are endowed with a primary neuroectodermal fate and that the potency to become endomesodermal rises with time. We suggest that this situation translates into a \""race for fates\"" at the level of single cells in which the neuroectodermal fate has an advantage."
10.1101/000836,"The canonical protein tyrosine phosphatase PTP1B has traditionally been considered to exclusively reside on the endoplasmic reticulum (ER). Using confocal microscopy, we show that endogenous PTP1B actually exhibits a higher local concentration at the mitochondria in all mammalian cell lines that we tested. Fluorescently labeled chimeras containing full-length PTP1B or only its 35 amino acid tail anchor localized identically, demonstrating the complete dependence of PTP1Bs subcellular partitioning on its tail anchor. Correlative light and electron microscopy using GFP-driven photo-oxidation of DAB revealed that PTP1Bs tail anchor localizes it to the mitochondrial interior and to mitochondrial-associated membrane (MAM) sites along the ER. Heterologous expression of the tail anchor of PTP1B in the yeast S. cerevisiae surprisingly led to its exclusive localization to the ER/vacuole with no presence at the mitochondria. Studies with various yeast mutants of conserved membrane insertion pathways revealed a role for the GET/TRC40 pathway in ER insertion, but also emphasized the likely dominant role of spontaneous insertion. Further studies of modified tail isoforms in both yeast and mammalian cells revealed a remarkable sensitivity of subcellular partitioning to slight changes in transmembrane domain (TMD) length, C-terminal charge, and hydropathy. For example, addition of a single positive charge to the tail anchor was sufficient to completely shift the tail anchor to the mitochondria in mammalian cells and to largely shift it there in yeast cells, and a point mutation that increased TMD hydropathy was sufficient to localize the tail anchor exclusively to the ER in mammalian cells. Striking differences in the subcellular partitioning of a given tail anchor isoform in mammalian versus yeast cells most likely point to fundamental differences in the lipid composition of specific organelles (e.g. affecting membrane charge or thickness) in higher versus lower eukaryotes. Fluorescence lifetime imaging microscopy (FLIM) detection of the Forster Resonance Energy Transfer (FRET)-based interaction of the catalytic domain of PTP1B with the epidermal growth factor receptor (EGFR/ErbB1) at the mitochondria revealed a strong interaction on the cytosolic face of the outer mitochondrial membrane (OMM), suggesting the presence of a significant pool of PTP1B there and a novel role for PTP1B in the regulation of mitochondrial ErbB1 activity. In summary, in addition to its well-established general localization along the ER, our results reveal that PTP1B specifically accumulates at MAM sites along the ER and localizes as well to the OMM and mitochondrial matrix. Further elucidation of PTP1Bs roles in these different locations (including the identification of its targets) will likely be critical for understanding its complex regulation of general cellular responses, cell proliferation, and diseased states."
10.1101/001602,"Proteasome inhibition elicits an evolutionarily conserved response wherein proteasome subunit mRNAs are upregulated, resulting in recovery of proteasome activity. We previously demonstrated that the transcription factor Nrf1 mediates this homeostatic response in mammalian cells. We show here that Nrf1 is initially translocated into the lumen of the ER, but is rapidly and efficiently retrotranslocated to the cytosolic side of the membrane in a manner that depends on p97/VCP. Normally, retrotranslocated Nrf1 is degraded by the proteasome and active species do not accumulate. However, in cells with compromised proteasomes, retrotranslocated Nrf1 escapes degradation and is cleaved N-terminal to Leu-104 to yield a fragment that is no longer tethered to the ER-membrane. Importantly, this cleavage event is essential for Nrf1-dependent activation of proteasome gene expression upon proteasome inhibition. Our data uncover an unexpected role for p97 in activation of a transcription factor by relocalizing it from the ER lumen to the cytosol."
