source,doi,posted_date,covid_preprint,score,tweets,blogs,news,wikipedia
bioRxiv,10.1101/2020.03.09.983940,2020-03-10,FALSE,12.85,22,0,0,0
bioRxiv,10.1101/2020.02.28.969956,2020-03-02,FALSE,16.4,25,0,0,0
bioRxiv,10.1101/2020.03.09.983841,2020-03-09,FALSE,4.1,11,0,0,0
bioRxiv,10.1101/2020.03.09.983296,2020-03-09,FALSE,1,3,0,0,0
bioRxiv,10.1101/2020.03.09.980862,2020-03-09,FALSE,8.15,17,0,0,0
bioRxiv,10.1101/2020.03.10.985234,2020-03-10,FALSE,4.7,7,0,0,0
bioRxiv,10.1101/2020.03.09.983882,2020-03-09,FALSE,1.25,5,0,0,0
bioRxiv,10.1101/2020.03.09.982892,2020-03-09,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.09.983924,2020-03-09,FALSE,4.6,9,0,0,0
bioRxiv,10.1101/2020.03.09.983759,2020-03-10,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.03.09.983304,2020-03-09,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.09.984153,2020-03-10,FALSE,2.25,5,0,0,0
bioRxiv,10.1101/2020.03.09.983437,2020-03-09,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.10.985093,2020-03-10,FALSE,1.5,5,0,0,0
bioRxiv,10.1101/2020.03.08.982249,2020-03-09,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.03.09.983460,2020-03-09,FALSE,2.35,4,0,0,0
bioRxiv,10.1101/2020.03.10.985044,2020-03-10,FALSE,4.8,8,0,0,0
medRxiv,10.1101/2020.03.11.20034116,2020-03-13,FALSE,15.2,23,0,0,0
medRxiv,10.1101/2020.03.12.20034793,2020-03-13,FALSE,12.25,1,0,1,0
bioRxiv,10.1101/2020.03.09.983411,2020-03-09,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.03.10.984021,2020-03-10,FALSE,40.3,68,0,0,0
bioRxiv,10.1101/2020.03.09.983734,2020-03-09,FALSE,17.3,29,0,0,0
medRxiv,10.1101/2020.03.11.20034157,2020-03-13,FALSE,0.25,1,0,0,0
medRxiv,10.1101/2020.03.11.20034314,2020-03-13,TRUE,2.85,5,0,0,0
medRxiv,10.1101/2020.03.11.20034215,2020-03-13,TRUE,2.2,4,0,0,0
medRxiv,10.1101/2020.03.10.20033803,2020-03-13,TRUE,10.1,7,0,1,0
medRxiv,10.1101/2020.03.10.20033860,2020-03-13,FALSE,0.25,1,0,0,0
medRxiv,10.1101/2020.03.10.20033761,2020-03-13,TRUE,47.8,71,0,0,0
medRxiv,10.1101/2020.03.10.20033613,2020-03-13,TRUE,2.85,6,0,0,0
medRxiv,10.1101/2020.03.10.20033670,2020-03-13,TRUE,3.95,8,0,0,0
medRxiv,10.1101/2020.03.10.20033738,2020-03-13,TRUE,45.25,53,0,1,0
medRxiv,10.1101/2020.03.10.20033621,2020-03-13,FALSE,0.25,1,0,0,0
medRxiv,10.1101/2020.03.09.20033530,2020-03-13,TRUE,3,6,0,0,0
medRxiv,10.1101/2020.03.09.20033514,2020-03-13,TRUE,24,33,0,0,0
medRxiv,10.1101/2020.03.10.20033605,2020-03-13,TRUE,143.48,112,3,5,0
medRxiv,10.1101/2020.03.10.20033597,2020-03-13,FALSE,0.25,1,0,0,0
medRxiv,10.1101/2020.03.09.20033464,2020-03-13,TRUE,1.75,3,0,0,0
medRxiv,10.1101/2020.03.09.20033423,2020-03-13,FALSE,0.25,1,0,0,0
medRxiv,10.1101/2020.03.09.20033431,2020-03-13,FALSE,0.25,1,0,0,0
medRxiv,10.1101/2020.03.10.20033522,2020-03-13,TRUE,3.7,7,0,0,0
bioRxiv,10.1101/2020.03.09.984435,2020-03-11,FALSE,0,0,0,0,0
medRxiv,10.1101/2020.03.09.20033357,2020-03-13,TRUE,463.202,260,10,25,0
medRxiv,10.1101/2020.03.09.20033142,2020-03-13,TRUE,19.18,22,1,0,0
medRxiv,10.1101/2020.03.11.20033159,2020-03-13,TRUE,57.18,72,1,0,0
bioRxiv,10.1101/2020.03.03.975672,2020-03-05,FALSE,1.5,3,0,0,0
medRxiv,10.1101/2020.03.09.20033126,2020-03-13,TRUE,2,5,0,0,0
medRxiv,10.1101/2020.03.09.20033100,2020-03-13,FALSE,3.2,5,0,0,0
medRxiv,10.1101/2020.03.10.20020099,2020-03-13,FALSE,7.05,12,0,0,0
bioRxiv,10.1101/2020.02.05.935387,2020-02-13,TRUE,59.2,90,0,0,0
bioRxiv,10.1101/2020.03.10.985440,2020-03-10,FALSE,2.25,7,0,0,0
bioRxiv,10.1101/2020.03.10.985465,2020-03-10,FALSE,0.75,2,0,0,0
bioRxiv,10.1101/2020.03.10.985408,2020-03-10,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.03.10.985457,2020-03-10,FALSE,0.75,2,0,0,0
bioRxiv,10.1101/2020.03.10.986273,2020-03-11,FALSE,2.45,5,0,0,0
bioRxiv,10.1101/2020.03.09.984328,2020-03-11,FALSE,1.25,4,0,0,0
bioRxiv,10.1101/2020.03.09.984245,2020-03-11,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.02.19.956078,2020-02-20,FALSE,12.95,19,0,0,0
bioRxiv,10.1101/2020.03.08.982785,2020-03-09,FALSE,3.25,7,0,0,0
bioRxiv,10.1101/2020.03.09.983486,2020-03-09,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.03.09.979054,2020-03-09,FALSE,9.65,15,0,0,0
bioRxiv,10.1101/2020.03.09.983163,2020-03-09,FALSE,6.05,12,0,0,0
bioRxiv,10.1101/2020.03.09.983635,2020-03-10,FALSE,1.25,4,0,0,0
bioRxiv,10.1101/2020.03.06.981589,2020-03-10,FALSE,211.864,323,2,0,0
bioRxiv,10.1101/2020.03.09.984773,2020-03-10,FALSE,2.45,5,0,0,0
bioRxiv,10.1101/2020.03.10.985515,2020-03-10,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.09.984195,2020-03-10,FALSE,3.5,8,0,0,0
bioRxiv,10.1101/2020.03.08.982637,2020-03-10,TRUE,1321.138,699,9,99,0
bioRxiv,10.1101/2020.03.10.985143,2020-03-10,FALSE,5.9,12,0,0,0
bioRxiv,10.1101/2020.03.09.982884,2020-03-10,FALSE,17.73,22,1,0,0
bioRxiv,10.1101/2020.03.10.985564,2020-03-10,FALSE,0,0,0,0,0
bioRxiv,10.1101/2020.03.09.983494,2020-03-09,FALSE,3.25,6,0,0,0
bioRxiv,10.1101/2020.03.08.981811,2020-03-09,FALSE,25.6,47,0,0,0
bioRxiv,10.1101/2020.03.09.984823,2020-03-11,FALSE,1.75,4,0,0,0
bioRxiv,10.1101/2020.03.09.984278,2020-03-11,FALSE,58.45,101,0,0,0
bioRxiv,10.1101/2020.03.10.985929,2020-03-11,FALSE,1.25,4,0,0,0
bioRxiv,10.1101/2020.03.10.978148,2020-03-11,FALSE,50.2,86,0,0,0
bioRxiv,10.1101/2020.03.10.985424,2020-03-10,FALSE,1.5,5,0,0,0
bioRxiv,10.1101/2020.03.09.984237,2020-03-10,FALSE,30.95,46,0,0,0
bioRxiv,10.1101/2020.03.09.984187,2020-03-10,FALSE,2,6,0,0,0
bioRxiv,10.1101/2020.03.09.983916,2020-03-10,FALSE,7.934,3,1,0,0
bioRxiv,10.1101/2020.03.10.985507,2020-03-10,FALSE,0,0,0,0,0
bioRxiv,10.1101/2020.03.09.983239,2020-03-09,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.09.965079,2020-03-09,FALSE,21.6,34,0,0,0
bioRxiv,10.1101/2020.03.09.983361,2020-03-09,FALSE,2.85,6,0,0,0
bioRxiv,10.1101/2020.03.09.983205,2020-03-09,FALSE,1.1,2,0,0,0
bioRxiv,10.1101/2020.03.09.984096,2020-03-09,FALSE,3.45,8,0,0,0
bioRxiv,10.1101/2020.03.09.983098,2020-03-09,FALSE,1.25,2,0,0,0
bioRxiv,10.1101/2020.03.09.983569,2020-03-09,FALSE,38.45,57,0,0,0
bioRxiv,10.1101/2020.03.09.984104,2020-03-09,FALSE,1.85,5,0,0,0
bioRxiv,10.1101/2020.01.24.918342,2020-01-25,FALSE,45.6,93,0,0,0
bioRxiv,10.1101/2020.03.08.982751,2020-03-10,FALSE,0,0,0,0,0
bioRxiv,10.1101/2020.03.09.981563,2020-03-10,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.03.09.983379,2020-03-09,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.10.985184,2020-03-11,FALSE,5.2,11,0,0,0
bioRxiv,10.1101/2020.03.10.985341,2020-03-11,FALSE,2.6,5,0,0,0
bioRxiv,10.1101/2020.03.10.984955,2020-03-11,FALSE,12.7,20,0,0,0
bioRxiv,10.1101/2020.03.09.982231,2020-03-11,FALSE,0.75,2,0,0,0
bioRxiv,10.1101/2020.03.10.985192,2020-03-11,FALSE,2.6,6,0,0,0
bioRxiv,10.1101/2020.03.10.983130,2020-03-11,FALSE,2,4,0,0,0
bioRxiv,10.1101/2020.03.10.984872,2020-03-11,FALSE,1.75,4,0,0,0
bioRxiv,10.1101/2020.03.09.983452,2020-03-09,FALSE,1.5,5,0,0,0
bioRxiv,10.1101/2020.03.09.984732,2020-03-11,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.03.10.984906,2020-03-11,FALSE,2,7,0,0,0
bioRxiv,10.1101/2020.03.10.985028,2020-03-11,FALSE,7.684,2,1,0,0
bioRxiv,10.1101/2020.03.04.976662,2020-03-07,TRUE,8.5,17,0,0,0
bioRxiv,10.1101/2020.03.10.985002,2020-03-11,FALSE,13.084,9,1,0,0
bioRxiv,10.1101/2020.03.10.979591,2020-03-11,FALSE,7.95,16,0,0,0
bioRxiv,10.1101/2020.03.09.984500,2020-03-11,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.03.09.972364,2020-03-11,FALSE,4,9,0,0,0
bioRxiv,10.1101/2020.03.10.980417,2020-03-11,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.03.09.984088,2020-03-11,FALSE,7.65,12,0,0,0
bioRxiv,10.1101/2020.03.09.983155,2020-03-11,FALSE,84.514,98,4,0,0
bioRxiv,10.1101/2020.03.10.983148,2020-03-11,FALSE,1,1,0,0,0
bioRxiv,10.1101/2020.03.09.984666,2020-03-11,FALSE,2.75,5,0,0,0
bioRxiv,10.1101/2020.03.10.979443,2020-03-10,FALSE,2.25,9,0,0,0
bioRxiv,10.1101/2020.03.09.984468,2020-03-11,FALSE,15.65,27,0,0,0
bioRxiv,10.1101/2020.03.10.985135,2020-03-11,FALSE,2.85,6,0,0,0
bioRxiv,10.1101/2020.03.08.982801,2020-03-10,FALSE,5.05,7,0,0,0
bioRxiv,10.1101/2020.03.10.985176,2020-03-11,FALSE,8.6,15,0,0,0
bioRxiv,10.1101/2020.03.09.984690,2020-03-11,FALSE,3.45,7,0,0,0
bioRxiv,10.1101/2020.03.10.985127,2020-03-11,FALSE,3.75,7,0,0,0
bioRxiv,10.1101/2020.03.09.984047,2020-03-11,FALSE,20.3,36,0,0,0
bioRxiv,10.1101/2020.03.09.984369,2020-03-11,FALSE,0.75,2,0,0,0
bioRxiv,10.1101/2020.02.22.956128,2020-02-25,FALSE,8.15,16,0,0,0
bioRxiv,10.1101/2020.03.09.984716,2020-03-11,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.10.985242,2020-03-11,FALSE,6.8,11,0,0,0
bioRxiv,10.1101/2020.03.10.984948,2020-03-11,FALSE,33.1,54,0,0,0
bioRxiv,10.1101/2020.03.09.984625,2020-03-11,FALSE,31.9,58,0,0,0
bioRxiv,10.1101/2020.03.09.979815,2020-03-11,FALSE,2.75,6,0,0,0
medRxiv,10.1101/2020.03.08.20031229,2020-03-10,TRUE,11.8,17,0,0,0
medRxiv,10.1101/2020.03.07.20032524,2020-03-10,TRUE,26.03,17,1,1,0
bioRxiv,10.1101/2020.03.09.983288,2020-03-10,FALSE,3,8,0,0,0
medRxiv,10.1101/2020.03.04.20031039,2020-03-06,TRUE,12.73,11,1,0,0
bioRxiv,10.1101/2020.03.09.983213,2020-03-09,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.03.08.983007,2020-03-09,FALSE,1.5,3,0,0,0
bioRxiv,10.1101/2020.03.09.984518,2020-03-11,FALSE,4.35,11,0,0,0
bioRxiv,10.1101/2020.03.10.985291,2020-03-11,FALSE,2.1,5,0,0,0
bioRxiv,10.1101/2020.03.10.985226,2020-03-11,FALSE,4.1,5,0,0,0
medRxiv,10.1101/2020.01.15.20017582,2020-01-16,FALSE,0.25,1,0,0,0
medRxiv,10.1101/2020.03.06.20032318,2020-03-10,FALSE,1.25,2,0,0,0
bioRxiv,10.1101/2019.12.31.891218,2020-01-02,FALSE,12.9,28,0,0,0
bioRxiv,10.1101/2020.03.09.983262,2020-03-09,FALSE,11.35,18,0,0,0
bioRxiv,10.1101/2020.03.09.983726,2020-03-09,FALSE,3.5,9,0,0,0
bioRxiv,10.1101/2020.03.08.982116,2020-03-09,FALSE,5.75,9,0,0,0
bioRxiv,10.1101/2020.03.10.985721,2020-03-10,FALSE,5.2,9,0,0,0
bioRxiv,10.1101/2020.03.09.983544,2020-03-09,FALSE,26.25,40,0,0,0
bioRxiv,10.1101/2020.03.09.983510,2020-03-09,FALSE,1.25,2,0,0,0
bioRxiv,10.1101/2020.03.09.984302,2020-03-10,FALSE,43.4,72,0,0,0
bioRxiv,10.1101/2020.03.09.983767,2020-03-09,FALSE,9.934,7,1,0,0
bioRxiv,10.1101/2020.03.09.983445,2020-03-09,FALSE,116.48,180,1,0,0
bioRxiv,10.1101/2020.03.08.982629,2020-03-10,FALSE,5.184,0,1,0,0
bioRxiv,10.1101/2020.01.21.914671,2020-01-23,FALSE,1,4,0,0,0
bioRxiv,10.1101/2020.01.16.908368,2020-01-17,FALSE,4.35,11,0,0,0
bioRxiv,10.1101/2020.02.24.962662,2020-02-25,FALSE,6.45,13,0,0,0
bioRxiv,10.1101/2020.03.06.977876,2020-03-07,TRUE,85.2,111,0,0,0
bioRxiv,10.1101/2020.03.10.986091,2020-03-11,FALSE,1.5,3,0,0,0
bioRxiv,10.1101/2020.03.10.985945,2020-03-11,FALSE,1,3,0,0,0
bioRxiv,10.1101/2020.03.10.986166,2020-03-11,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.10.985382,2020-03-11,FALSE,5.45,7,0,0,0
bioRxiv,10.1101/2020.03.10.986331,2020-03-11,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.09.984310,2020-03-11,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.03.10.986281,2020-03-11,FALSE,12,22,0,0,0
bioRxiv,10.1101/2020.03.11.986794,2020-03-12,FALSE,14.85,28,0,0,0
bioRxiv,10.1101/2020.03.10.986034,2020-03-11,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.10.985887,2020-03-11,FALSE,1.75,5,0,0,0
bioRxiv,10.1101/2020.03.10.986109,2020-03-11,FALSE,10.35,17,0,0,0
bioRxiv,10.1101/2020.03.10.985663,2020-03-11,FALSE,13.3,26,0,0,0
bioRxiv,10.1101/2020.03.10.985267,2020-03-11,FALSE,13.2,16,0,0,1
bioRxiv,10.1101/2020.03.10.984898,2020-03-11,FALSE,0,0,0,0,0
bioRxiv,10.1101/2020.03.10.985895,2020-03-11,FALSE,3.45,9,0,0,0
bioRxiv,10.1101/2020.02.21.959585,2020-02-22,FALSE,2.1,5,0,0,0
bioRxiv,10.1101/2020.03.04.976092,2020-03-05,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.03.10.985739,2020-03-11,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.03.10.984443,2020-03-11,FALSE,1.5,3,0,0,0
bioRxiv,10.1101/2020.03.10.986208,2020-03-11,FALSE,50.75,88,0,0,0
bioRxiv,10.1101/2020.03.10.985119,2020-03-11,FALSE,1.75,6,0,0,0
bioRxiv,10.1101/2020.03.10.985796,2020-03-11,FALSE,13.8,23,0,0,0
bioRxiv,10.1101/2020.03.10.986075,2020-03-11,FALSE,11.65,18,0,0,0
bioRxiv,10.1101/2020.01.24.918862,2020-01-25,FALSE,3.5,6,0,0,0
bioRxiv,10.1101/2020.03.09.984161,2020-03-10,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.03.09.984336,2020-03-11,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.03.10.985200,2020-03-11,FALSE,13.1,22,0,0,0
bioRxiv,10.1101/2020.03.10.986562,2020-03-12,FALSE,12.5,20,0,0,0
bioRxiv,10.1101/2020.03.10.985549,2020-03-11,FALSE,7.3,14,0,0,0
bioRxiv,10.1101/2020.03.10.985853,2020-03-11,FALSE,3.95,7,0,0,0
bioRxiv,10.1101/2020.03.10.984989,2020-03-11,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.11.987057,2020-03-11,FALSE,1,4,0,0,0
bioRxiv,10.1101/2020.01.13.899120,2020-01-14,FALSE,1.25,5,0,0,0
bioRxiv,10.1101/2020.01.31.929786,2020-02-02,FALSE,15.23,16,1,0,0
bioRxiv,10.1101/2020.02.10.942359,2020-02-11,FALSE,9.434,5,1,0,0
bioRxiv,10.1101/2020.02.01.930198,2020-02-02,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.09.974832,2020-03-11,FALSE,8.4,15,0,0,0
bioRxiv,10.1101/2020.03.09.983817,2020-03-11,FALSE,11,20,0,0,0
bioRxiv,10.1101/2020.03.09.980763,2020-03-11,FALSE,8.684,3,1,0,0
bioRxiv,10.1101/2020.03.10.986315,2020-03-11,FALSE,12,17,0,0,0
bioRxiv,10.1101/2020.03.10.986349,2020-03-11,FALSE,5.9,10,0,0,0
bioRxiv,10.1101/2020.03.10.985994,2020-03-11,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.04.977371,2020-03-05,FALSE,10.65,19,0,0,0
bioRxiv,10.1101/2020.02.18.954859,2020-02-19,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.05.978528,2020-03-05,FALSE,24.4,38,0,0,0
bioRxiv,10.1101/2020.03.10.975482,2020-03-11,FALSE,1.5,3,0,0,0
bioRxiv,10.1101/2020.03.09.981019,2020-03-10,FALSE,8.75,13,0,0,0
bioRxiv,10.1101/2020.03.10.981167,2020-03-11,FALSE,17.7,12,0,1,0
bioRxiv,10.1101/2020.03.10.984930,2020-03-11,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.09.984534,2020-03-11,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.10.985481,2020-03-10,FALSE,4.6,6,0,0,0
bioRxiv,10.1101/2020.03.10.985952,2020-03-11,FALSE,8.55,17,0,0,0
bioRxiv,10.1101/2020.03.10.985671,2020-03-11,FALSE,1.25,4,0,0,0
bioRxiv,10.1101/2020.03.10.985689,2020-03-11,FALSE,8,13,0,0,0
bioRxiv,10.1101/2020.03.10.986083,2020-03-11,FALSE,4.4,7,0,0,0
bioRxiv,10.1101/2020.03.10.985911,2020-03-11,FALSE,1.85,3,0,0,0
bioRxiv,10.1101/2020.03.10.985960,2020-03-11,FALSE,8.5,14,0,0,0
bioRxiv,10.1101/2020.03.10.985846,2020-03-11,FALSE,11.25,20,0,0,0
bioRxiv,10.1101/2020.02.25.964775,2020-02-27,TRUE,99.35,138,0,0,0
bioRxiv,10.1101/2020.03.09.979369,2020-03-09,FALSE,17.25,27,0,0,0
bioRxiv,10.1101/2020.03.11.987370,2020-03-11,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.10.985432,2020-03-10,FALSE,1.5,3,0,0,0
bioRxiv,10.1101/2020.03.09.984211,2020-03-11,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.10.985614,2020-03-11,FALSE,2.5,6,0,0,0
bioRxiv,10.1101/2020.03.10.986612,2020-03-12,FALSE,6.6,15,0,0,0
bioRxiv,10.1101/2020.03.11.987628,2020-03-11,FALSE,1,3,0,0,0
bioRxiv,10.1101/2020.03.10.985697,2020-03-11,FALSE,0,0,0,0,0
bioRxiv,10.1101/2020.03.11.983833,2020-03-12,FALSE,4.35,8,0,0,0
bioRxiv,10.1101/2020.03.10.986224,2020-03-12,FALSE,4.7,8,0,0,0
bioRxiv,10.1101/2020.03.10.986505,2020-03-12,FALSE,1.85,5,0,0,0
bioRxiv,10.1101/2020.03.11.987214,2020-03-11,FALSE,14.15,23,0,0,0
bioRxiv,10.1101/2020.03.11.982744,2020-03-12,FALSE,19.9,37,0,0,0
bioRxiv,10.1101/2020.03.10.986000,2020-03-11,FALSE,31.4,54,0,0,0
bioRxiv,10.1101/2020.03.11.986125,2020-03-11,FALSE,10.65,19,0,0,0
bioRxiv,10.1101/2020.03.11.986943,2020-03-11,FALSE,13.9,23,0,0,0
bioRxiv,10.1101/2020.03.11.986984,2020-03-11,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.11.987230,2020-03-11,FALSE,12.25,20,0,0,0
bioRxiv,10.1101/2020.03.10.985036,2020-03-11,FALSE,15.584,13,1,0,0
bioRxiv,10.1101/2020.03.11.986851,2020-03-12,FALSE,1.85,4,0,0,0
bioRxiv,10.1101/2020.03.09.984054,2020-03-10,FALSE,3.6,8,0,0,0
bioRxiv,10.1101/2020.03.01.968255,2020-03-03,FALSE,2.75,5,0,0,0
bioRxiv,10.1101/2020.03.11.987396,2020-03-11,FALSE,2.35,4,0,0,0
bioRxiv,10.1101/2020.03.11.987461,2020-03-12,FALSE,19.4,29,0,0,0
bioRxiv,10.1101/2020.03.11.987263,2020-03-12,FALSE,5.8,11,0,0,0
bioRxiv,10.1101/2020.03.09.983320,2020-03-09,FALSE,1.6,4,0,0,0
bioRxiv,10.1101/2020.03.11.986364,2020-03-12,FALSE,4.2,8,0,0,0
bioRxiv,10.1101/2020.03.09.983247,2020-03-12,TRUE,65.75,92,0,1,0
bioRxiv,10.1101/2020.03.09.980698,2020-03-11,FALSE,5.35,13,0,0,0
bioRxiv,10.1101/2020.03.09.983270,2020-03-10,FALSE,2.25,6,0,0,0
bioRxiv,10.1101/2020.03.10.986588,2020-03-12,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.11.987024,2020-03-11,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.11.986935,2020-03-11,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.03.11.986976,2020-03-11,FALSE,2.85,5,0,0,0
bioRxiv,10.1101/2020.03.11.987073,2020-03-11,FALSE,2,6,0,0,0
medRxiv,10.1101/2020.01.15.20017160,2020-01-18,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.03.09.983502,2020-03-09,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.03.09.983353,2020-03-09,FALSE,12.45,20,0,0,0
bioRxiv,10.1101/2020.03.06.981456,2020-03-08,FALSE,7.684,2,1,0,0
bioRxiv,10.1101/2020.03.03.975250,2020-03-05,FALSE,8.75,15,0,0,0
bioRxiv,10.1101/2020.01.12.903393,2020-01-13,FALSE,33.2,55,0,0,0
bioRxiv,10.1101/2020.01.15.907733,2020-01-15,FALSE,17.65,40,0,0,0
bioRxiv,10.1101/2020.01.21.914507,2020-01-21,FALSE,48,82,0,0,0
bioRxiv,10.1101/2020.02.02.930776,2020-02-02,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.06.976563,2020-03-07,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.04.976258,2020-03-07,TRUE,6.55,13,0,0,0
bioRxiv,10.1101/2020.03.11.986919,2020-03-12,FALSE,26.55,42,0,0,0
bioRxiv,10.1101/2020.03.10.982579,2020-03-11,FALSE,3.7,5,0,0,0
bioRxiv,10.1101/2020.03.10.986687,2020-03-12,FALSE,1.5,2,0,0,0
bioRxiv,10.1101/2020.03.10.984807,2020-03-11,FALSE,6.4,10,0,0,0
bioRxiv,10.1101/2020.03.11.986885,2020-03-12,FALSE,0.75,2,0,0,0
bioRxiv,10.1101/2020.03.10.986646,2020-03-12,FALSE,3.35,5,0,0,0
bioRxiv,10.1101/2020.03.10.985879,2020-03-11,FALSE,4.95,8,0,0,0
bioRxiv,10.1101/2020.03.12.988360,2020-03-12,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.12.988097,2020-03-12,FALSE,6.45,10,0,0,0
bioRxiv,10.1101/2020.03.11.987669,2020-03-12,FALSE,13.784,9,1,0,0
bioRxiv,10.1101/2020.02.27.968156,2020-02-28,FALSE,1.5,5,0,0,0
bioRxiv,10.1101/2020.03.11.985820,2020-03-12,FALSE,12.884,13,1,0,0
bioRxiv,10.1101/2020.03.11.986786,2020-03-12,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.03.10.986729,2020-03-12,FALSE,1.75,6,0,0,0
bioRxiv,10.1101/2020.03.10.986463,2020-03-12,FALSE,6.2,11,0,0,0
bioRxiv,10.1101/2020.03.11.987818,2020-03-12,FALSE,20.95,43,0,0,0
bioRxiv,10.1101/2020.03.10.986257,2020-03-11,FALSE,1.6,4,0,0,0
bioRxiv,10.1101/2020.03.11.986455,2020-03-12,FALSE,3.5,8,0,0,0
bioRxiv,10.1101/2020.03.10.986604,2020-03-12,FALSE,1,4,0,0,0
bioRxiv,10.1101/2020.03.12.985218,2020-03-12,FALSE,2.95,6,0,0,0
bioRxiv,10.1101/2020.03.11.987446,2020-03-12,FALSE,4.35,7,0,0,0
bioRxiv,10.1101/2020.03.11.987495,2020-03-12,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.03.10.985606,2020-03-11,FALSE,9.25,17,0,0,0
bioRxiv,10.1101/2020.03.10.986703,2020-03-12,FALSE,2,5,0,0,0
bioRxiv,10.1101/2020.03.11.987156,2020-03-12,FALSE,9.55,9,0,0,1
bioRxiv,10.1101/2020.03.10.986042,2020-03-11,FALSE,8.9,15,0,0,0
bioRxiv,10.1101/2020.03.10.986596,2020-03-12,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.03.11.987602,2020-03-11,FALSE,1.85,5,0,0,0
bioRxiv,10.1101/2020.03.11.986802,2020-03-12,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.03.11.987511,2020-03-12,FALSE,3.85,6,0,0,0
bioRxiv,10.1101/2020.03.11.987040,2020-03-11,FALSE,10.25,21,0,0,0
bioRxiv,10.1101/2020.03.10.986638,2020-03-12,FALSE,10.4,19,0,0,0
bioRxiv,10.1101/2020.03.11.986067,2020-03-12,FALSE,1.25,5,0,0,0
bioRxiv,10.1101/2020.03.12.989012,2020-03-12,FALSE,1,3,0,0,0
bioRxiv,10.1101/2020.03.06.979336,2020-03-09,FALSE,0.75,2,0,0,0
bioRxiv,10.1101/2020.03.11.986893,2020-03-11,FALSE,2.85,4,0,0,0
bioRxiv,10.1101/2020.03.11.987339,2020-03-12,FALSE,5.15,9,0,0,0
bioRxiv,10.1101/2020.03.11.987180,2020-03-11,FALSE,10.284,6,1,0,0
medRxiv,10.1101/2020.02.14.20022939,2020-02-18,TRUE,9.2,14,0,0,0
bioRxiv,10.1101/2020.01.17.910869,2020-01-18,FALSE,8.25,17,0,0,0
bioRxiv,10.1101/2020.03.10.983866,2020-03-11,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.03.11.987685,2020-03-12,FALSE,8.1,15,0,0,0
bioRxiv,10.1101/2020.03.05.979500,2020-03-05,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.03.10.986398,2020-03-12,TRUE,13.1,21,0,0,0
